305	C	checked	Data Wrangler có time-series resampling và xử lý missing values qua UI.	wrangler_transform
306	D	checked	GroupBy theo year/region; facet theo year và đường trung bình chung đáp ứng đúng phép so sánh.	pandas_groupby
307	C	checked	Anomaly visualization tìm điểm bất thường; Data Wrangler flow lọc theo transformation.	wrangler_analysis
308	B	checked	Scale các feature trước PCA; không cần xóa thông tin tương quan mà PCA có thể tổng hợp.	pca,scaling
309	BD	checked	PCA giảm 980 biến, k-means tìm nhóm khách hàng khi không có nhãn sẵn.	pca,kmeans
310	A	checked	Stratified split bảo toàn tỷ lệ lớp giữa train và validation.	crossval
311	A	checked	Athena for Apache Spark hỗ trợ notebook Python và compute được quản lý, tính phí theo mức sử dụng.	athena_spark
312	D	checked	Data Wrangler đọc CSV trực tiếp và tạo Data Quality and Insights Report.	wrangler_quality
313	B	review	B là ý định hợp lý nếu metric bị lỗi chữ trong PDF là validation:f1. csv_weight bật trọng số theo hàng, không trực tiếp là hệ số cân bằng; mục tiêu bắt tối đa positives nên xét recall/PR trade-off.	xgboost,hpo
314	AC	checked	Hyperband dừng cấu hình kém; giới hạn số training jobs giảm tổng khối lượng tuning.	hpo_strategy
315	C	checked	AMT tìm hyperparameters theo objective metric và các khoảng giá trị đã đặt.	hpo
316	A	checked	Quick Model trong Data Wrangler cung cấp Gini feature importance.	wrangler_analysis
317	A	checked	CreatePresignedDomainUrl tạo URL cho user profile trong Studio domain đã được xác thực.	presigned_domain
318	D	checked	Tăng L2 regularization giảm overfitting và cải thiện khả năng tổng quát hóa.	overfit,object_tf
319	C	review	C tạo chuỗi daily đúng tần suất dự báo, nhưng decomposition không đủ chứng minh ARIMA phù hợp; còn cần xử lý giờ thiếu và kiểm tra stationarity/residuals.	wrangler_transform
320		review	Không lựa chọn nào đầy đủ: phải tắt direct internet, có S3 gateway/API endpoints, và cho phép inbound HTTPS tại endpoint SG. B ghi chỉ outbound nên sai cấu hình.	notebook_vpc,privatelink
321	D	checked	Warm start yêu cầu cùng objective metric; đổi precision sang recall cần tuning mới, có thể chạy jobs song song.	hpo_warm
322	B	checked	TF-IDF kết hợp tần suất trong document và độ hiếm giữa documents.	textprep
323	C	review	Ý định là nhiều instances trên ít nhất hai AZ. C viết hai subnet trong AZ thứ hai gây mơ hồ; chỉ hai subnet cùng AZ không tạo khả năng chịu lỗi đa AZ, cũng chưa chứng minh RTO 5 phút.	endpoint_ha
324	D	checked	Textract trích xuất chữ/fields; Comprehend custom classification phân loại tài liệu.	textract,comprehend_custom
325	DE	checked	True positive rate là recall; F1 cân bằng precision và recall trong dữ liệu lệch lớp.	pr_metrics
326	A	checked	S3 versioning + Cross-Region Replication duy trì bản sao ở Region khác.	s3_crr
327	B	checked	Production variants giữ nguyên endpoint API và chia traffic để kiểm tra model mới.	variants
328	B	checked	DeepAR hỗ trợ target missing được mã hóa bằng chuỗi NaN hoặc null trong JSON; NaN literal không phải JSON chuẩn.	deepar
329	A	checked	AnalyzeDocument với FeatureTypes=SIGNATURES trả signature blocks, trang và confidence; tài liệu nhiều trang có thể dùng async flow.	textract_signature
330	ADE	checked	Object detection định vị, classifier dựa trên đặc trưng ảnh phân mức độ; augmentation tăng lớp corrosion hiếm.	object_detection,xgboost,augmentation
331	B	checked	AWS Batch trên Spot mở rộng batch inference; FSx for Lustre cung cấp dữ liệu hiệu năng cao.	batch_gpu
332	D	checked	Hyperband dừng sớm cấu hình kém và phân bổ tài nguyên cho cấu hình có triển vọng.	hpo_strategy
