SageMaker pipeline step types,Processing • Training • Condition • Model • Transform • Fail,Các bước trong SageMaker Pipelines,"Pipeline steps wrap ML jobs, model operations, and control-flow decisions.","Các loại step đại diện cho job ML, thao tác model và điều kiện điều khiển workflow.",Processing xử lý/evaluate; Training huấn luyện; Condition kiểm tra biểu thức để chọn nhánh; thao tác Model tạo model hoặc đăng ký model package theo API/SDK; Transform chạy batch inference; Fail kết thúc workflow với trạng thái thất bại.,"Training → Processing đánh giá → Condition: đạt thì Register, không đạt thì Fail.",Câu hỏi ghép nhiệm vụ với đúng step.,"Transform là batch inference, không phải cách mặc định để train hay feature engineering. Tạo model resource chưa tạo endpoint.",SageMaker Pipelines,Domain 3,3.3,Orchestration,Skill Builder,"https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ
https://docs.aws.amazon.com/sagemaker/latest/dg/pipelines.html",15/09/2026
Quality gate in deployment,evaluate before promotion • condition,Cổng kiểm định trước khi triển khai,A quality gate permits promotion only when explicitly defined acceptance conditions pass.,Điều kiện chặn model không đạt yêu cầu trước khi đưa sang bước đăng ký hoặc triển khai.,"Dùng kết quả đánh giá, kiểm thử tích hợp, độ bền và yêu cầu fairness phù hợp để quyết định đi tiếp. Metric, threshold và tập kiểm định phải được thiết kế; dịch vụ không tự biết chuẩn nghiệp vụ.",Chỉ đăng ký candidate nếu metric đạt ngưỡng đã định và dữ liệu kiểm định hợp lệ; kiểm thử endpoint trước khi cho nhận traffic thực tế.,Ngăn bản phát hành kém chất lượng tự động đi vào production.,"Một training job Completed chỉ cho biết job chạy xong, không chứng minh model tốt hay công bằng.",SageMaker Pipelines; Model Registry; CodeBuild; Lambda,Domain 3,3.3,Kiểm thử và phát hành,Skill Builder,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
Inference latency,response time • p95/p99,Độ trễ suy luận,Inference latency is the time required to produce a prediction in response to a request.,"Thời gian từ lúc gửi yêu cầu đến lúc nhận được dự đoán, tùy ranh giới đo.","Phân biệt độ trễ phía model, overhead của dịch vụ và end-to-end từ phía khách hàng. Đo dưới tải đại diện; percentile cao giúp thấy request chậm mà số trung bình che khuất. Cân nhắc cold start, queue, network và tiền/hậu xử lý.","Website yêu cầu gợi ý dưới 200 ms cần kiểm tra độ trễ khi traffic tăng, không chỉ gọi thử một request.","Ứng dụng tương tác, dự đoán tại thời điểm giao dịch.",Throughput cao không đảm bảo latency thấp; trung bình tốt không đảm bảo mọi request đạt SLA.,CloudWatch; SageMaker endpoints,Domain 3,3.1,Hiệu năng,Skill Builder,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
Inference throughput,requests per second • capacity,Thông lượng suy luận,Throughput measures how much inference work a system completes per unit of time.,Lượng công việc suy luận hoàn tất trong một đơn vị thời gian.,"Thường dùng request/giây; với FM còn xét token/giây hoặc token/phút. Phụ thuộc kích thước đầu vào/đầu ra, batching, concurrency, model và phần cứng. So sánh khi giữ các điều kiện tải tương đương.",5.000 request/giây với prompt ngắn khác 5.000 request/giây với prompt dài và đầu ra lớn.,Ước tính capacity và so sánh phương án hosting.,"Số request đang xử lý đồng thời là concurrency, không phải throughput. Không suy ra throughput chỉ từ số instance.",SageMaker; Bedrock; CloudWatch,Domain 3,3.1,Hiệu năng,Skill Builder,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
ModelLatency vs OverheadLatency,container processing • service overhead,Hai metric độ trễ của endpoint,ModelLatency measures model-container response time; OverheadLatency measures latency introduced outside that processing within the serving service.,ModelLatency phản ánh xử lý trong container; OverheadLatency giúp nhận diện chi phí thời gian ngoài phần xử lý đó.,"Dùng hai metric để định hướng tối ưu model/container hay hạ tầng phục vụ. Với Serverless, OverheadLatency còn hữu ích khi phân tích khởi tạo compute/cold start. End-to-end phía client còn có thành phần ngoài hai metric.",ModelLatency cao: xem model/tiền xử lý/hardware. Overhead cao sau thời gian idle: xem cold start và khả năng warm capacity.,Điều tra vì sao endpoint không đạt latency mục tiêu.,Không khẳng định mọi OverheadLatency đều là mạng hoặc đều là cold start; phải xét loại endpoint và dấu vết thực tế.,Amazon CloudWatch; SageMaker endpoints,Domain 3,3.2,Giám sát hạ tầng,Skill Builder,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
Availability,uptime • redundancy • multiple AZs,Tính sẵn sàng,Availability is the ability of a service to remain accessible when users need it.,Khả năng dịch vụ luôn có thể được truy cập và sử dụng theo yêu cầu.,"Tăng bằng nhiều instance, phân bố Availability Zone, health checking và cơ chế phân phối request. Bài học khuyến nghị production có ít nhất hai instance; cấu hình VPC cần subnet ở nhiều AZ theo hướng dẫn.",Endpoint dùng nhiều instance giúp tiếp tục phục vụ khi một instance gặp sự cố.,Ứng dụng không chấp nhận một điểm lỗi đơn.,Autoscaling không thay thế capacity tối thiểu phục vụ HA; một model chính xác cao vẫn có thể không sẵn sàng.,SageMaker; EKS; ECS,Domain 3,3.1,Độ tin cậy,Skill Builder,"https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ
https://docs.aws.amazon.com/sagemaker/latest/dg/deployment-best-practices.html",15/09/2026
Scalability,grow with demand • scale out,Khả năng mở rộng,Scalability is the ability to handle increased work by adjusting system resources or architecture.,Khả năng đáp ứng tải thay đổi bằng cách tăng giảm tài nguyên hoặc phân chia công việc.,"Scale out tăng số bản sao/instance; scale up tăng năng lực mỗi instance. Kiến trúc modular, phân tán và queue bất đồng bộ giúp giảm liên kết chặt giữa nhận việc và xử lý.",Tăng replica inference khi tải lên; dùng queue để hấp thụ request dài không yêu cầu trả ngay.,Ứng dụng có lượng người dùng hoặc dữ liệu tăng.,Scale out không làm model quá lớn tự vừa vào một GPU; trường hợp đó cần đủ bộ nhớ hoặc sharding.,Application Auto Scaling; SageMaker; ECS; EKS,Domain 3,3.1,Độ tin cậy,Skill Builder,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
Resiliency vs fault tolerance,recover from disruption • continue through failure,Khả năng phục hồi và chịu lỗi,Resiliency concerns withstanding and recovering from disruption; fault tolerance focuses on continued service despite component failures.,Resiliency nhấn mạnh chịu tác động và phục hồi; fault tolerance nhấn mạnh tiếp tục hoạt động khi thành phần hỏng.,"Hai khái niệm có phần giao nhau. Resiliency gồm backup, phục hồi và suy giảm có kiểm soát; fault tolerance thường dựa vào redundancy, phát hiện lỗi, thay thế và failover để giảm gián đoạn.",Container lỗi được khởi động lại; replica khác tiếp tục nhận request. Khôi phục artifact từ phiên bản an toàn hỗ trợ phục hồi.,Thiết kế hạ tầng ít gián đoạn và có đường phục hồi rõ ràng.,Backup đơn thuần không đảm bảo phục vụ liên tục; nhiều replica không tự giải quyết mọi lỗi logic chung của model.,SageMaker; ECS; EKS; CloudWatch,Domain 3,3.1,Độ tin cậy,Skill Builder,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
Automatic scaling policy,min/max capacity • target metric • cooldown,Chính sách tự động mở rộng,An autoscaling policy adjusts serving capacity in response to a configured signal within defined bounds.,Chính sách tăng giảm tài nguyên theo tín hiệu và giới hạn đã cấu hình.,"Chọn metric đại diện tải, đặt capacity tối thiểu/tối đa, mục tiêu và cooldown; xác thực bằng load test. Chuẩn bị capacity trước sự kiện đã biết vì cấp tài nguyên mới và tải model cần thời gian.","Walkthrough dùng real-time min 2/max 20; đây là cấu hình ví dụ, chưa chứng minh đạt 5.000 RPS hoặc dưới 200 ms.",Duy trì hiệu năng khi tải biến động và thu nhỏ khi vắng tải.,"Không coi autoscaling là tức thời; max thấp có thể chặn scale out, min quá thấp làm tăng rủi ro latency/availability.",Application Auto Scaling; SageMaker; CloudWatch,Domain 3,3.2,Capacity và scaling,Skill Builder,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
Real-time inference,"persistent endpoint • low, consistent latency",Suy luận thời gian thực,Real-time inference serves online requests through a persistent managed endpoint backed by provisioned instances.,"Phục vụ request trực tuyến qua endpoint luôn có tài nguyên chạy, phù hợp độ trễ thấp và ổn định.","Chọn loại/số instance và chính sách scale. Tài nguyên warm tránh khởi tạo từ zero cho mỗi đợt tải; vẫn cần đủ capacity, model tối ưu và kiểm thử. Trả dự đoán trong luồng request/response.",Gợi ý sản phẩm trong trang mua hàng hoặc chấm điểm giao dịch ngay khi phát sinh.,"Traffic liên tục, latency chặt, throughput cao; cả traffic biến động nếu latency không chịu được cold start.","Phải trả chi phí instance khi idle. Giới hạn payload có khác biệt giữa tài liệu tổng quan và API: xem mục riêng về giới hạn, không học một số cho mọi API.",SageMaker Real-time Inference,Domain 3,3.1,Kiểu suy luận,Skill Builder,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
Serverless inference,intermittent traffic • scale to zero,Suy luận serverless,Serverless inference provisions serving compute on demand and scales it according to traffic.,Dịch vụ tự cấp và mở rộng compute suy luận theo request; người dùng cấu hình bộ nhớ và mức đồng thời.,"Không chọn instance type như real-time. Phù hợp tải ngắt quãng, có thời gian idle và chấp nhận cold start. Có lựa chọn Provisioned Concurrency để giữ một phần capacity warm, kèm chi phí.","Model nhỏ được gọi vài lần mỗi giờ, không yêu cầu thời gian phản hồi nhất quán ngay sau idle.",Giảm vận hành và tránh giữ fleet luôn chạy cho tải thưa.,"Không phải mọi model đều phù hợp: 4 MB/60 giây; tài liệu hiện tại loại trừ GPU, VPC configuration và một số tính năng hosting. Đọc cột dịch vụ trước khi chọn.",SageMaker Serverless Inference,Domain 3,3.1,Kiểu suy luận,Skill Builder,"https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ
https://docs.aws.amazon.com/sagemaker/latest/dg/serverless-endpoints.html",15/09/2026
Cold start vs provisioned concurrency,initialize on demand • keep capacity warm,Khởi động lạnh và mức đồng thời dự phòng,A cold start initializes serving resources on demand; provisioned concurrency keeps a configured number ready.,Cold start phát sinh khi phải khởi tạo tài nguyên/tải model; provisioned concurrency giữ sẵn capacity phục vụ.,"Thời gian lạnh phụ thuộc image, tải artifact và khởi tạo model. Provisioned Concurrency giúp giảm cold start trong mức đã giữ sẵn; request vượt capacity warm có thể vẫn cần mở rộng.",Dự báo giờ cao điểm: giữ đủ concurrency warm theo lịch rồi giảm sau cao điểm.,Serverless cần phản hồi ổn định hơn trong những đợt tải dự kiến.,"Provisioned Concurrency không biến endpoint thành GPU, không bỏ giới hạn payload, và không miễn chi phí khi đang giữ warm.",SageMaker Serverless; Application Auto Scaling,Domain 3,3.2,Capacity và scaling,Skill Builder,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
Asynchronous inference,queue requests • S3 input/output • long running,Suy luận bất đồng bộ,Asynchronous inference queues individual requests and delivers predictions later through object storage.,Xếp hàng từng request và xử lý sau; đầu vào và kết quả dùng S3 thay vì giữ kết nối chờ kết quả cuối.,"Client gửi vị trí S3 input; dịch vụ trả thông tin theo dõi/vị trí output, xử lý queue và ghi kết quả. Hỗ trợ payload đến 1 GB, thời gian xử lý đến 1 giờ theo bài học; có thể scale về zero khi cấu hình phù hợp.",Phân tích một file lớn cần vài phút; ứng dụng thông báo khi kết quả sẵn sàng.,"Payload lớn, xử lý dài, chịu được chờ và cần xử lý từng yêu cầu.",Async vẫn là endpoint có queue; batch transform là job trên dataset. Scale-to-zero cần policy và khả năng scale lên khi backlog xuất hiện.,SageMaker Asynchronous Inference; S3,Domain 3,3.1,Kiểu suy luận,Skill Builder,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
Batch transform,offline dataset • no persistent endpoint,Suy luận theo lô bằng job,Batch transform runs an inference job over a dataset without maintaining a persistent serving endpoint.,"Chạy job suy luận trên tập dữ liệu có sẵn, cấp tài nguyên cho job rồi kết thúc khi hoàn tất.","Dữ liệu đầu vào và kết quả thường nằm trên S3; chọn model resource, compute và cấu hình xử lý lô. Muốn chạy hàng đêm cần lịch/orchestrator bên ngoài job.",Chấm điểm toàn bộ khách hàng mỗi đêm và lưu file dự đoán để hệ thống marketing đọc hôm sau.,"Lượng dữ liệu lớn sẵn trước, không cần trả lời trực tiếp cho từng người dùng.","Không cần CreateEndpoint. Từ 'batch' ở đây là cách phục vụ, khác minibatch trong training hay batching bên trong server inference.",SageMaker Batch Transform; S3; Pipelines,Domain 3,3.1,Kiểu suy luận,Skill Builder,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
Inference limits — source differences,payload limit • API-specific • response timeout,Giới hạn phải đọc theo đúng nguồn và API,"Inference limits depend on the serving option and invocation API, and documentation pages can differ.",Giới hạn payload và timeout phụ thuộc loại inference/API; các trang AWS hiện có điểm chưa thống nhất.,"Bài học nêu real-time 6 MB/60 giây. API InvokeEndpoint đang ghi Body tối đa 6.291.456 byte và xử lý 60 giây; trang Inference options nêu real-time đến 25 MB, phản hồi thường 60 giây, streaming 8 phút. Ghi cả hai để không biến khác biệt nguồn thành khẳng định tuyệt đối.",Đề ghi rõ giới hạn hoặc API thì bám dữ kiện đó; triển khai thực tế cần xác nhận bằng API/SDK và kiểm thử ở môi trường đích.,"Câu hỏi so sánh real-time, serverless, async và batch có số liệu.",Không áp 25 MB mặc định cho mọi InvokeEndpoint; không dùng giới hạn phản hồi streaming để suy ra API thường được chạy 8 phút.,SageMaker Runtime,Domain 3,3.1,Giới hạn và cập nhật,Bổ sung Domain 3,"https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ
https://docs.aws.amazon.com/sagemaker/latest/dg/deploy-model-options.html
https://docs.aws.amazon.com/sagemaker/latest/APIReference/API_runtime_InvokeEndpoint.html
https://skillbuilder.aws/learn/HPMTZNTTZJ/aws-ml-engineer-associate--provision-and-configure-resources/R4K3BYBH3B",15/09/2026
Multi-model endpoint (MME),many models • shared container • dynamic loading,Endpoint nhiều mô hình,A multi-model endpoint serves multiple models through a shared serving container and fleet.,Nhiều model dùng chung serving container và nhóm tài nguyên để cải thiện sử dụng và chi phí.,"Model được tải khi cần, giữ cache khi có thể và có thể bị gỡ khỏi bộ nhớ khi thiếu chỗ. Client chỉ định model đích. Hiệu quả khi có nhiều model nhưng không phải tất cả đều hot đồng thời.","Mỗi khách hàng một model dự báo nhỏ, tổng số model lớn nhưng mỗi model ít request.",Hợp nhất tài nguyên hosting của nhiều model tương thích với serving stack.,"Request đầu đến model chưa load có latency cao hơn. Bài học nói cùng framework; thực tế điều kiện phụ thuộc backend/container, tránh áp thành luật mọi triển khai. Không tự chạy ensemble.",SageMaker MME; S3,Domain 3,3.1,Mẫu hosting,Skill Builder,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
Multi-container endpoint,multiple runtimes • serial or direct,Endpoint nhiều container,A multi-container endpoint hosts multiple inference containers within one endpoint.,"Một endpoint chứa nhiều container, cho phép tách logic hoặc framework phục vụ.","Có thể nối tiếp container cho luồng tiền xử lý → dự đoán → hậu xử lý, hoặc gọi trực tiếp container được chỉ định. Bài học nêu tối đa 15 container; phải kiểm tra tương thích kiểu inference và tài nguyên dùng chung.","Container A chuẩn hóa dữ liệu, B chạy model khác framework, C chuyển output sang định dạng ứng dụng.",Cần nhiều bước serving hoặc nhiều runtime trong một endpoint.,Multi-model là nhiều model trong serving stack dùng chung; multi-container là nhiều container. Nhiều container không tự nghĩa là mỗi container có instance riêng.,SageMaker multi-container endpoints,Domain 3,3.1,Mẫu hosting,Skill Builder,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
Serial inference pipeline vs direct invocation,ordered containers • target container,Suy luận nối tiếp và gọi container trực tiếp,Serial invocation chains container outputs; direct invocation targets one named container.,Serial chuyển output của container trước thành input container sau; direct chỉ gọi container đích.,Với serial cần thống nhất hợp đồng input/output và thứ tự container. Với direct ứng dụng chọn TargetContainerHostname; các container không tự nối thành chuỗi. Dùng đúng mode tại cấu hình model.,Serial: preprocess → classifier → postprocess. Direct: chọn riêng một dịch vụ model trong endpoint chung.,Câu hỏi phân biệt xử lý nhiều bước với hợp nhất dịch vụ độc lập.,Một danh sách container không đủ xác định thứ tự xử lý nếu mode là Direct; serial pipeline không phải pipeline train của SageMaker Pipelines.,SageMaker endpoints,Domain 3,3.1,Mẫu hosting,Skill Builder,"https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ
https://docs.aws.amazon.com/sagemaker/latest/APIReference/API_runtime_InvokeEndpoint.html",15/09/2026
Managed image vs custom script vs BYOC,reuse runtime • extend logic • own container,Ba mức tùy biến môi trường inference,"A managed image supplies a supported runtime, a custom script adapts model logic, and BYOC provides a fully custom image.","Dùng image có sẵn, bổ sung script hoặc tự xây container tương ứng với mức tùy biến tăng dần.",Ưu tiên image hỗ trợ đúng framework/version nếu đủ nhu cầu; thêm script khi cần tiền/hậu xử lý hoặc loading tùy chỉnh; BYOC khi runtime/dependency không được đáp ứng. BYOC phải tuân thủ hợp đồng serving của SageMaker và do nhóm duy trì.,"Model PyTorch dùng framework container và inference script; framework riêng cần Dockerfile, dependency và server tùy chỉnh.",Chọn cách đóng gói model để giảm công việc nhưng vẫn đáp ứng yêu cầu.,"Không phải training image nào cũng dùng ngay cho inference; kiểm tra inference entrypoint, phiên bản, health check và phần cứng.",SageMaker; ECR; Docker,Domain 3,3.1,Container,Skill Builder,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
CPU vs GPU for inference,traditional models • parallel computation • utilization,Chọn CPU hoặc GPU,"CPU and GPU choices balance model computation patterns, latency, throughput, memory and cost.","Chọn phần cứng theo dạng tính toán, bộ nhớ, latency, throughput và chi phí của model.","CPU thường hợp model truyền thống/nhỏ và tải thấp; GPU có lợi cho deep learning nhiều phép toán song song khi sử dụng hiệu quả. Đo chi phí trên lượng dự đoán đạt chất lượng/SLA, không chỉ giá giờ.",Một cây quyết định nhỏ có thể hiệu quả trên CPU; model thị giác lớn xử lý nhiều ảnh có thể tận dụng GPU.,Right-sizing hạ tầng suy luận.,"GPU không tự động nhanh/rẻ hơn trong mọi workload; model nhỏ, overhead truyền dữ liệu hoặc GPU idle có thể làm lựa chọn kém hiệu quả.",SageMaker; EC2; EKS; ECS,Domain 3,3.1,Compute,Skill Builder,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
