MLA-C01 • DOMAIN 2,QUY TRÌNH THEO BƯỚC,Choose • Train • Customize • Evaluate,,,,,,,,,,,,
51 mục • 15 cột,Luồng ngắn: C • Chi tiết: E:H,Task 2.1–2.3 • Mới: 2.3,,,,,,,,,,,,
Keyword cần nhớ: cột B,Bẫy: J • Điều kiện: K,Analyze / Evaluate: +13 mục • mở rộng 3,,,,,,,,,,,,
Đối chiếu: 15/09/2026,Nguồn: N • Có ghi phạm vi,Đã tổng hợp bốn module D2 theo nguồn đã mở.,,,,,,,,,,,,
Key / Quy trình,Keyword nhận diện,Chuỗi bước cần nhớ,Tình huống / Mục tiêu,Bước 1,Bước 2,Bước 3,Bước 4 / Tùy chọn,Vì sao theo thứ tự này,Phương án nhiễu / Vì sao loại,Điều kiện / Biến thể / Đầu ra,Task,Phạm vi / Căn cứ,Nguồn tham khảo,Ngày đối chiếu
D2-P11 • Chọn inference mode theo workload,"• Interactive vs async
• Variable vs steady
• Supported mode / break-even","1. Xác định deadline phản hồi
2. Ước lượng volume và hình dạng traffic
3. So mode được model hỗ trợ
4. Tính tổng cost và đo latency","Cần quyết định giữa on-demand realtime, batch bất đồng bộ hoặc provisioned capacity.",Classify latency — user chờ trực tiếp cần mode tương tác; backlog qua đêm có thể batch. Kiểm tra có tool calls/multi-turn hay records độc lập.,"Forecast demand — đo volume, input/output sizes, burstiness và utilization dự kiến; không dùng số request trung bình để bỏ qua peak demand.",Compare supported modes — on-demand cho biến động/ít dùng; provisioned khi capacity yêu cầu và utilization/budget hợp; batch cho non-interactive records được hỗ trợ.,"Validate economics — tính token/giờ/capacity và overhead phù hợp mỗi mode, thử latency/throttling ở workload thật; ghi lựa chọn và các giới hạn model/Region.","Latency requirement loại các mode không đáp ứng trước khi so giá. Provisioned value phụ thuộc mức dùng thực tế, không chỉ traffic lớn nói chung.",Không kết hợp Bedrock batch với provisioned models vì API batch hiện không hỗ trợ. Không giả định cache/batch discounts áp đồng thời; không chọn mode chỉ bằng một đơn giá.,Đây là lựa chọn modeling economics trong module; triển khai endpoint/autoscaling đầy đủ thuộc phần deployment sau. Giá và hỗ trợ phải tra lúc triển khai.,2.1,Mở rộng từ bài học,"https://skillbuilder.aws/learn/SUCM8B51JS/aws-ml-engineer-associate--choose-modeling-approaches/3Q54Z7VAZ2
https://docs.aws.amazon.com/bedrock/latest/userguide/batch-inference.html
https://docs.aws.amazon.com/bedrock/latest/userguide/prov-throughput.html
https://docs.aws.amazon.com/bedrock/latest/userguide/prompt-caching.html",14/09/2026
D2-P12 • Chọn compute và Spot cho training,"• Quality / deadline / cost ceiling
• CPU / GPU
• Checkpoint before Spot","1. Chốt mục tiêu và đo bottleneck
2. Chọn model/data/instance phù hợp
3. Đánh giá Spot hoặc phân tán
4. So runtime và total job cost",Cần train/retrain trong budget và deadline; nhiều đòn bẩy tác động chi phí và thời gian khác nhau.,"Define and measure — đặt quality target, deadline và cost ceiling; đo CPU/GPU/memory/I/O để biết job bị giới hạn ở đâu.","Right-size — thử baseline đơn giản, dữ liệu đủ đại diện và compute đúng nhu cầu; so CPU/GPU theo total runtime×cost, không chỉ đơn giá/giờ.",Choose acceleration or savings — deadline gấp có thể thử distributed/GPU; budget ưu tiên và lịch linh hoạt có thể Spot khi checkpoint/resume hoạt động. Cấu hình wait/runtime theo yêu cầu.,"Evaluate — so quality giữ riêng, wall-clock time, cost và recovery; dừng/release job resources khi xong theo nền tảng, không suy endpoint autoscaling là tự scale training job.",Phải biết bottleneck và fault tolerance trước khi tăng hardware hoặc chuyển Spot. Giá giảm không có ích nếu bỏ lỡ deadline hoặc mất tiến độ không khôi phục.,Largest GPU cluster không tự nhanh/rẻ nhất. Spot không đảm bảo capacity; distributed speedup không tuyến tính. Data lớn hơn hoặc model phức tạp hơn không luôn cải thiện đủ bù cost.,"Pipeline bao gồm lựa chọn2.1 và điều kiện training2.2; chi tiết implementation sẽ bổ sung ở module train. Checkpoint là state để resume, khác final artifact.",2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/SUCM8B51JS/aws-ml-engineer-associate--choose-modeling-approaches/3Q54Z7VAZ2
https://docs.aws.amazon.com/sagemaker/latest/dg/model-managed-spot-training.html",14/09/2026
D2-P13 • Walkthrough: fine-tune pretrained image model,"• Labeled images
• Transfer learning
• Control over training / evaluation","1. Xác định task và mức kiểm soát
2. So managed vision với pretrained approach
3. Adapt model trên labeled data
4. Đánh giá trước khi chốt giải pháp",Bài có 50.000 ảnh dermatology đã gán nhãn benign/malignant và cần custom deep-learning control.,"Frame requirements — task là image classification, có labeled data và cần kiểm soát architecture/training/evaluation. Xác định dữ liệu/nhãn và tiêu chí đánh giá đáng tin.","Compare candidates — xem pretrained Rekognition/Custom Labels có fit không; nếu cần kiểm soát sâu hơn, chọn pretrained image model/backbone trong SageMaker, không mặc định scratch training.","Transfer learning — chuẩn bị preprocessing tương thích, target head/labels và fine-tune phù hợp data. Giữ holdout độc lập và tránh cùng thực thể/ảnh liên quan rơi sang tập khác.","Validate — đo kết quả theo class và cases quan trọng, so baseline/candidate và tổng effort/cost; chỉ đưa sang bước triển khai khi đạt các yêu cầu đã đặt.",Có pretrained representations và labeled target data nên tận dụng transfer learning trước khi tự train toàn bộ từ đầu. Quyền kiểm soát là phần quyết định trong scenario.,50.000 không là ngưỡng đảm bảo đủ hay lựa chọn luôn đúng. Không khẳng định Custom Labels không hỗ trợ custom/medical images; bài chọn SageMaker theo nhu cầu kiểm soát.,"Tình huống học tập về model selection, không xác nhận model đã phù hợp ứng dụng thực tế. Phân tích/evaluation chi tiết thuộc2.3 sau khi có kết quả.",2.1,Mở rộng từ bài học,"https://skillbuilder.aws/learn/SUCM8B51JS/aws-ml-engineer-associate--choose-modeling-approaches/3Q54Z7VAZ2
https://skillbuilder.aws/cds/CONTENT_PR341MXB8A_001.000.000/assets/transcripts/B3UJH1XYGG.txt
https://docs.aws.amazon.com/rekognition/latest/customlabels-dg/what-is.html
https://docs.aws.amazon.com/sagemaker/latest/dg/studio-jumpstart.html",14/09/2026
D2-P14 • Walkthrough: agent xử lý lịch hẹn qua API,"• Understand → check → act → confirm
• Real tool results
• Business rules","1. Hiểu yêu cầu và lấy thông tin cần thiết
2. Gọi API kiểm tra lịch
3. Thực thi thao tác được phép
4. Xác nhận bằng kết quả backend","Cần đặt/đổi/hủy lịch, giữ context nhiều lượt và phối hợp scheduling APIs theo tình huống cuối bài.","Understand — xác định intent/thông tin thiếu và quy tắc ứng dụng; agent có instructions cùng tools được định nghĩa rõ, không tự tưởng tượng API hoặc dữ liệu availability.",Check — gọi công cụ đọc lịch/điều kiện với tham số đã validate và quyền phù hợp; dùng kết quả live để đề xuất phương án hoặc làm rõ.,"Act — sau các điều kiện/xác nhận nghiệp vụ cần thiết, gọi API tạo/đổi/hủy lịch; backend kiểm tra quyền, conflicts và chống thực thi trùng theo thiết kế.","Confirm — chỉ báo thành công dựa kết quả backend, giữ ID/trạng thái thật và xử lý lỗi; ghi trace phục vụ review chất lượng workflow.",RAG trả thông tin không tự thực hiện giao dịch. Hành động phụ thuộc trạng thái thật nên tool calls và kết quả phải nằm trong vòng lặp.,Không coi model sinh câu “đã đặt” là booking thật. Business rules trong prompt không thay validation/permissions ở backend. Policy documents trong KB không tự là system instructions đáng tin.,"AgentCore hỗ trợ nền tảng agent; chọn framework/thành phần phù hợp. Luồng intent cố định đơn giản có thể dùng Lex, không mặc định mọi lịch hẹn cần agentic planning.",2.1,Mở rộng từ bài học,"https://skillbuilder.aws/learn/SUCM8B51JS/aws-ml-engineer-associate--choose-modeling-approaches/3Q54Z7VAZ2
https://skillbuilder.aws/cds/CONTENT_PR341MXB8A_001.000.000/assets/transcripts/B3UJH1XYGG.txt
https://docs.aws.amazon.com/bedrock-agentcore/latest/devguide/what-is-bedrock-agentcore.html",14/09/2026
D2-P15 • Vòng lặp training và cập nhật weights,"• FORWARD → LOSS → BACKWARD → UPDATE
• MINI-BATCH
• EPOCH","1. Dự đoán từ batch
2. Tính loss
3. Tính gradient và update weights
4. Lặp, theo dõi validation và lưu model",Train mô hình dự đoán giá hoặc neural network; cần xếp đúng chuỗi thao tác học.,"Đọc mini-batch train, đưa qua model với weights hiện tại để tạo prediction; chuẩn bị target và dạng dữ liệu phù hợp.","Tính loss giữa prediction và target bằng hàm phù hợp task; nếu có regularization, dùng objective đã cấu hình.",Tính gradient bằng backprop/autograd khi áp dụng; optimizer update theo learning rate; quản lý reset/accumulation gradient đúng loop.,"Lặp các batches/epochs; đánh giá validation riêng, áp dụng stopping criterion và lưu weights/artifact cần thiết.","Phải có prediction trước khi đo loss, có gradient trước update; validation giúp chọn run/epoch thay vì cập nhật bằng test set.",Confusion matrix không thay optimizer. HPO chọn configuration bên ngoài loop; nó không trực tiếp tính từng weight update. Không phải mọi algorithm như cây đều có loop gradient này.,"N=1.000, B=100, E=5 → 50 updates nếu mỗi batch một update, không accumulation/drop_last ảnh hưởng. Đầu ra là parameters đã học và metrics.",2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/distributed-training.html",15/09/2026
D2-P16 • Train bằng built-in algorithm,"• BUILT-IN FITS TASK
• DATA + HYPERPARAMETERS + COMPUTE
• S3 ARTIFACT","1. Chọn algorithm và chuẩn bị input
2. Cấu hình training job
3. Submit và theo dõi
4. Kiểm tra artifact và validation",Cần train churn model dữ liệu bảng với ít công tự viết thuật toán/container.,"Xác minh built-in như XGBoost phù hợp task, labels, format và input mode; chuẩn bị train/validation không leakage.","Cấu hình algorithm image/version, channels, hyperparameters, execution role, instances và S3 output; kiểm tra compatibility/quyền cần thiết.","Submit bằng SDK/API/console; SageMaker lấy image, cung cấp compute và chạy training. Theo dõi status/logs/metrics, xử lý lỗi input thay vì đoán job đã xong.","Sau khi job thành công, xác nhận model artifact S3, lưu metadata và kiểm tra chất lượng validation trước bước deployment sau này.","Algorithm/input/config phải có trước launch; artifact là kết quả của training, không phải đầu vào đã được train sẵn mặc định.",BYOC tốn công hơn nếu built-in đủ yêu cầu. Gọi train không tự tạo endpoint. Instance giá/giờ thấp nhất không bảo đảm tổng cost thấp nhất.,Built-in không miễn chuẩn bị dữ liệu và tuning. Chọn theo requirement + evidence; output artifact và evaluation metrics phải được giữ lại khi compute kết thúc.,2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/your-algorithms-training-algo-running-container.html
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-ex-tuning-job.html",15/09/2026
D2-P17 • Script mode với PyTorch/TensorFlow,"• CUSTOM SCRIPT
• ENTRY POINT
• FRAMEWORK CONTAINER
• FIT","1. Viết và thử training script
2. Cấu hình framework + entry point
3. Launch managed training
4. Lưu artifact và đối chiếu metrics",Custom architecture không có built-in; team vẫn muốn môi trường huấn luyện quản lý.,Viết Python script với model/loss/optimizer/data loading và save output theo hợp đồng framework/container; thử nhỏ để kiểm tra đọc input và ghi model.,"Chọn supported framework/image version; cấu hình entry_point, hyperparameters, channels, execution role, instance type/count và output S3 trong SDK phù hợp.","Theo bài, tạo estimator rồi gọi fit để submit; SageMaker lấy image ECR, nạp code, cấp compute và chạy job. API launch chi tiết phụ thuộc phiên bản SDK.","Kiểm tra completion, logs và validation; xác nhận artifact S3. Lưu code/data/image/config để so sánh hoặc lặp lại run.","Script định nghĩa logic; framework container cung cấp runtime; job thực thi và tạo trained artifact. Trật tự tách rõ code, environment, execution và output.",AMT không tự sinh kiến trúc custom cho bạn. Không cần build Docker từ đầu chỉ vì script riêng; BYOC chỉ khi image sẵn không đáp ứng.,Kiểm tra dependencies và hardware support; “SageMaker quản lý container” không có nghĩa mọi package tùy ý đều sẵn. Deployment là bước sau khi đã kiểm tra chất lượng.,2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/frameworks.html
https://docs.aws.amazon.com/sagemaker/latest/dg/your-algorithms-training-algo-running-container.html",15/09/2026
D2-P18 • BYOC khi runtime đặc biệt,"• BUILD IMAGE
• PUSH ECR
• TRAINING CONTRACT
• OUTPUT S3","1. Đóng gói runtime và code
2. Push image lên ECR
3. Cấu hình và chạy training job
4. Kiểm tra model artifact",Cần dependency/framework/runtime không đáp ứng được bằng pre-built container.,Xây Docker image với code/dependencies và entry point tương thích cơ chế training của SageMaker; kiểm tra đọc input/hyperparameters và ghi output.,Push image lên ECR; giữ image/version hoặc digest có thể truy lại. Kiểm tra execution role được pull image và truy cập dữ liệu/output cần thiết.,"Tham chiếu image URI trong training job cùng data channels, hyperparameters, compute và S3 output; chạy thử nhỏ rồi mở rộng theo nhu cầu.","Đọc logs, xác nhận job thành công và artifact đã lưu đúng. Ghi lại environment để tái lập và duy trì image khi dependencies thay đổi.",SageMaker cần image tồn tại/truy cập được trước khi launch. Image là môi trường chạy; artifact chỉ xuất hiện sau code train thành công.,Không đặt trained artifact vào ECR rồi coi đó là container. Tự chọn EC2 thủ công không phải điều kiện bắt buộc để dùng custom Docker với managed training.,Đây là luồng mở rộng từ ba lựa chọn của bài; có nhiều trách nhiệm hơn script mode. Không ghi token/secrets vào image; dùng cơ chế quyền được cấu hình cho job.,2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/your-algorithms-training-algo-running-container.html
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-ex-tuning-job.html",15/09/2026
D2-P19 • Chọn training input mode,"• FILE: DOWNLOAD
• PIPE: FIFO
• FASTFILE: FILE INTERFACE STREAM","1. Xác định source/access pattern
2. Chọn mode tương thích
3. Cấu hình channel và loader
4. Đo startup/throughput","Dataset lớn khiến training chờ đọc dữ liệu, hoặc cần giữ code đọc file khi chuyển sang streaming.","Xác định data ở S3 hay file system; kích thước, số lượng files, sequential/random access và mode algorithm hỗ trợ.","S3 File: tải trước, đủ disk; Pipe: stream FIFO và loader tương thích; FastFile: stream theo yêu cầu qua file interface. EFS/FSx: mount file-system input theo cấu hình riêng.","Cấu hình source, channel, content type, input mode; FastFile dùng S3Prefix/read-only. EFS/FSx cần quyền/networking phù hợp và dataset cùng Region.","Chạy thử để đo thời gian khởi động, data throughput, mức GPU chờ và tổng runtime; xác nhận loader đọc đúng đủ dữ liệu qua các epoch.","Chọn theo access pattern và support trước, rồi mới kỳ vọng streaming giảm wait. Data mode không tự sửa code/schema hoặc tạo split.",Pipe không là file seekable bình thường. FastFile không yêu cầu tải toàn dataset trước. File input từ EFS/FSx không đồng nghĩa copy toàn bộ S3 xuống volume.,FastFile thường tốt với sequential read và ít file hơn; random access có hỗ trợ nhưng không hứa cùng tốc độ local. Giữ phần tối ưu storage tổng quát trong D1; đây là ngữ cảnh training D2.,2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/model-access-training-data.html
https://docs.aws.amazon.com/sagemaker/latest/dg/your-algorithms-training-algo-running-container.html",15/09/2026
D2-P20 • Chọn data/model/hybrid parallelism,"• MODEL FITS → DATA PARALLEL
• MODEL TOO LARGE → PARTITION
• BOTH → HYBRID","1. Xác định giới hạn memory/throughput
2. Chọn kiểu parallelism
3. Cấu hình workers/data/sync
4. Benchmark quality–time–cost",Cần giảm training time hoặc model không vừa một GPU.,"Đo memory cần cho model, gradients, optimizer state và batch; xác định model replica có vừa device không, hay bottleneck chủ yếu là xử lý nhiều data.",Model vừa device và dữ liệu nhiều → data parallel. Model/state không vừa → partition/sharding phù hợp. Cả hai rất lớn → kết hợp model và data parallel.,"Chọn framework/library/launcher, instances và communication; shard data đúng, đồng bộ gradients; tính global batch và retune learning rate khi cần.","Đo runtime, utilization, communication overhead và validation; so với baseline ít thiết bị hơn để xác nhận lợi ích và lưu cấu hình.","Cách chia công việc phải khớp constraint. DDP replication không giải quyết model quá lớn, còn partitioning không tự làm data loader nhanh hơn.","HPO max_parallel_jobs chạy trials khác nhau, không phải phân tán một trial. Model song song không phải ensemble. Tăng số GPU không bảo đảm speedup tuyến tính.",Mô hình đơn giản của đề chọn model parallel khi model không vừa GPU; triển khai thực tế còn có sharded data parallel và kỹ thuật giảm memory. Chọn theo support phiên bản.,2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/distributed-training.html
https://docs.aws.amazon.com/sagemaker/latest/dg/distributed-training-get-started.html",15/09/2026
D2-P21 • Tạo và đánh giá AMT tuning job,"• SEARCH SPACE
• OBJECTIVE DIRECTION
• STRATEGY
• RESOURCE LIMITS","1. Chuẩn bị baseline/metric
2. Định nghĩa ranges và strategy
3. Chạy trials với budget
4. Chọn và kiểm chứng best trial",Đã có model baseline và muốn tìm configuration tốt bằng SageMaker AMT.,"Chốt train/validation, algorithm/script và objective scalar. Built-in có metrics; custom code emit metric và cấu hình name/regex; đặt Minimize/Maximize đúng.",Chọn hyperparameters/ranges/scales hợp lý; quyết định Grid/Random/Bayesian/Hyperband theo search space và khả năng báo progress.,"Đặt total jobs, concurrent jobs, runtime và stopping strategy phù hợp; launch tuning, theo dõi metric collection và tài nguyên.","Lấy best trial theo objective, kiểm chứng chất lượng/budget và lưu config/artifact; đánh giá test sau khi chốt để tránh tối ưu test.",Tuning chỉ biết mục tiêu/ranges bạn cung cấp. Metric phải được trích đúng thì xếp hạng trials mới có ý nghĩa.,Tuning không sửa dataset lỗi hoặc tự bảo đảm generalization. Chọn Maximize cho RMSE sẽ đảo ngược ý nghĩa. Nhiều trials hơn không chữa search space sai.,HPO budget là tổng các jobs; mỗi job còn có instance count riêng. Không tuyên bố toàn bộ Domain 2 đã hoàn tất vì mới đọc các module choose/train.,2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-define-metrics-variables.html
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-ex-tuning-job.html
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-how-it-works.html",15/09/2026
D2-P22 • Quyết định search strategy,"• SMALL GRID
• INDEPENDENT RANDOM
• HISTORY-AWARE BAYESIAN
• ADAPTIVE HYPERBAND","1. Xem search space và cost/trial
2. Kiểm tra intermediate metrics
3. Chọn strategy theo constraint
4. Đo kết quả trong cùng budget",Chọn giữa bốn thuật toán tuning thay vì nhớ tên rời rạc.,Ước lượng số combinations nếu liệt kê choices; xác định mỗi trial tốn bao nhiêu thời gian/compute và mức parallelism cần thiết.,Kiểm tra model có iterative progress đáng tin theo epoch/resource để dùng phương pháp phân bổ budget sớm hay không.,Lưới nhỏ cần exhaustive → Grid; trials độc lập/parallel nhiều → Random; tận dụng lịch sử cho trial đắt → Bayesian; phân bổ epoch thích nghi theo intermediate → Hyperband.,"Giữ objective và dữ liệu đánh giá nhất quán, so chất lượng đạt được theo budget/wall time; lưu strategy và random seed nếu cần.","Strategy phụ thuộc search space, cấu trúc feedback và constraints; không có một lựa chọn thắng mọi workload.",Bayesian không bị cấm chạy song song; chỉ có tradeoff tận dụng feedback. Hyperband không chỉ là Random chạy đến đủ epochs cho mọi trial. Grid AMT chỉ categorical.,Các keyword là quy tắc nhận diện có điều kiện. Không hứa tìm global optimum; ranges và chất lượng metric quyết định nhiều đến kết quả.,2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-how-it-works.html
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-considerations.html",15/09/2026
D2-P23 • Early stopping trong run và AMT,"• VALIDATION PLATEAU VS HISTORICAL MEDIAN
• PER-EPOCH METRICS
• SAVE BEST","1. Chọn cơ chế dừng
2. Cấu hình metric và tiêu chí
3. Đánh giá sau epoch
4. Dừng và giữ kết quả cần thiết",Muốn giảm epochs hoặc trials không còn đem lại chất lượng hữu ích.,Phân biệt dừng một model khi validation plateau với AMT cắt trial kém so lịch sử; Hyperband có cơ chế riêng.,"Trong run: monitor/mode, patience/min_delta và best-checkpoint policy. AMT thông thường: bật AUTO và bảo đảm objective metric được phát theo epoch.","Trong run so cải thiện theo tiêu chí; AMT so objective hiện tại với median các running averages của trials trước đến cùng epoch, theo đúng min/max.",Dừng khi đạt điều kiện; lưu hoặc restore weights tốt nhất khi có cấu hình phù hợp; kiểm tra artifact và lý do dừng trong logs.,Phải có metrics đáng tin và mốc so sánh đúng. Việc dừng và việc lấy best weights là hai hành vi cần cấu hình/kiểm tra riêng.,Tăng epochs không xử lý overfit đang tăng. Không gọi AMT median rule là “patience=3”; không tự bật AUTO ngoài Hyperband nếu API yêu cầu OFF cho cơ chế nội bộ.,"Không dùng test set để quyết định dừng. Early stopping có thể dừng trial cải thiện muộn, nên cân nhắc tính chất learning curve và support algorithm.",2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://keras.io/api/callbacks/early_stopping/
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-early-stopping.html
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-how-it-works.html",15/09/2026
D2-P24 • Hyperband phân bổ epochs thích nghi,"• INTERMEDIATE SCORES
• SUCCESSIVE ELIMINATION
• MORE BUDGET FOR PROMISING TRIALS","1. Chọn iterative model có metric
2. Chạy nhiều config với budget ban đầu
3. Loại trial yếu, tăng resource cho trial tốt
4. So kết quả còn lại và kiểm chứng",Neural network training tốn nhiều compute; muốn dùng progress sớm để tập trung tài nguyên.,Cấu hình metric ở các mức resource/epoch và xác nhận score sớm có ý nghĩa; đặt search space và Hyperband strategy.,Bắt đầu nhiều configurations với training budget ban đầu; thu intermediate metrics nhất quán.,"Hyperband dừng configurations yếu và dành thêm resources cho configurations hứa hẹn theo chiến lược, có thể chạy song song.",So kết quả các trial theo objective; kiểm chứng model được chọn và lưu artifact/config. Kiểm tra cấu hình API early stopping bên ngoài là OFF.,"Intermediate results cho phép ra quyết định trước khi mọi trial chạy trọn budget, tiết kiệm compute khi tín hiệu sớm hữu ích.","Không phải chọn trial ngẫu nhiên rồi cho tất cả cùng epochs đến cuối. “Loại nửa” trong bài là minh họa, không là hằng số của mọi implementation.",Chỉ phù hợp iterative algorithms phát progress ở nhiều mức tài nguyên. Không bảo đảm model học chậm lúc đầu sẽ được giữ lại hoặc luôn tìm optimum.,2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-how-it-works.html",15/09/2026
D2-P25 • Chẩn đoán loss dao động và diverge,"• LEARNING RATE TOO HIGH
• VERIFY DATA/GRADIENTS
• CONTROLLED EXPERIMENT","1. Xem loss và cấu hình hiện tại
2. Kiểm tra dữ liệu/gradient cơ bản
3. Thử learning rate nhỏ hơn
4. So convergence và validation","Loss ban đầu giảm không ổn định rồi tăng vọt, như câu kiểm tra của module.","Ghi nhận loss train/validation theo step/epoch, learning rate, batch size, optimizer và thời điểm divergence.","Kiểm tra NaN/Inf, labels/input scale và gradient/loss calculation; tránh quy mọi lỗi về một thông số.","Với dấu hiệu overshoot của bài, giảm learning rate và chạy lại trên dữ liệu/cấu hình so sánh được; nếu còn lỗi thì điều tra nguyên nhân khác.",So độ ổn định và tiến triển validation trong budget; lưu cấu hình và chọn mức học đạt yêu cầu thay vì chỉ kéo dài epochs.,Bước update quá lớn có thể nhảy khỏi vùng loss thấp; giảm step size là thay đổi trực tiếp phù hợp dấu hiệu.,"Tăng learning rate có thể làm tệ hơn. Tăng epoch không sửa update bất ổn. Batch=1 tăng nhiễu, không mặc định chữa divergence.","Đây là quy trình chẩn đoán mở rộng từ câu học; không hứa learning rate là nguyên nhân duy nhất. Giữ test cho kiểm tra cuối.
Analyze/Evaluate mở rộng ở D2-P42: thêm gradient evidence, kiểm tra numeric/data và phân biệt optimization với capacity; không suy duy nhất nguyên nhân từ một đường loss.",2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ",15/09/2026
D2-P26 • Lưu training run để tái lập,"• CODE + DATA + IMAGE + CONFIG
• METRICS
• ARTIFACT URI","1. Chốt phiên bản inputs/environment
2. Ghi cấu hình và seed
3. Chạy và lưu logs/metrics
4. Liên kết artifact với run",Team cần so sánh hoặc chạy lại kết quả train/HPO trong managed workflow.,"Ghi code commit, data snapshot/split, container image/framework version và input preprocessing áp dụng.","Ghi algorithm/hyperparameters, instances/distribution, stopping criteria và seeds phù hợp; phân biệt seed search với seed training.","Chạy job, giữ job identifier, logs và metrics phục vụ so sánh; ghi thay đổi nếu retry làm cấu hình khác.","Lưu model artifact URI và mapping tới run/config; chạy lại với cùng điều kiện khi cần kiểm chứng, đo sai khác có thể chấp nhận.","Chỉ artifact weights không đủ giải thích mô hình được tạo thế nào; provenance của run nối dữ liệu, code và kết quả.","Cùng script nhưng data/image thay đổi chưa phải tái lập. Cùng HPO seed chỉ tái tạo cấu hình ở mức được hỗ trợ, không hứa identical trained weights.","Bổ sung dựa trên lợi ích portability/reproducibility của script mode; không yêu cầu triển khai registry hay CI/CD toàn bộ ở module này.
Task 2.3 dùng D2-P44 để so experiments bằng MLflow; nối configuration và metrics với data/code/environment/artifact references đã lưu.",2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/2A2SRWD97S/aws-ml-engineer-associate--train-models/PN3Z4R1QTJ
https://docs.aws.amazon.com/sagemaker/latest/dg/automatic-model-tuning-considerations.html
https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ",15/09/2026
