MLA-C01 • DOMAIN 2,GHÉP TÌNH HUỐNG,Choose • Train • Customize • Evaluate,,,,,,,,,
113 mục • 12 cột,Tình huống: C:D • Đáp án: E,Task 2.1–2.3 • Mới: 2.3,,,,,,,,,
Keyword cần nhớ: cột B,Giải thích: F • Bẫy: G,Analyze / Evaluate: +34 mục,,,,,,,,,
Đối chiếu: 15/09/2026,Nguồn: K • Có ghi phạm vi,Đã tổng hợp bốn module D2 theo nguồn đã mở.,,,,,,,,,
Key / Mẫu ghép,Keyword nhận diện,Situation / Prompt (EN),Tình huống (VI),Đáp án / Ghép phù hợp,Vì sao chọn,Phân biệt / Phương án nhiễu,Liên hệ quy trình / Điểm nhớ,Task,Phạm vi / Căn cứ,Nguồn tham khảo,Ngày đối chiếu
D2-M11 • Chính sách thay đổi thường xuyên,"• PRIVATE DOCUMENTS
• FRESH KNOWLEDGE
• RETRIEVAL AUGMENTATION",An FM writes well but must answer using private company policies that change frequently.,FM viết tốt nhưng cần trả lời dựa trên chính sách riêng thường xuyên cập nhật.,RAG; ví dụ Amazon Bedrock Knowledge Bases kết hợp FM.,Đưa tri thức truy xuất vào context ở thời điểm hỏi; cập nhật tài liệu và đồng bộ chỉ mục khi chính sách đổi. Không cần đổi trọng số chỉ để cung cấp các tài liệu hiện hành.,Fine-tuning không đảm bảo cập nhật tức thời hoặc dẫn nguồn. RAG cũng không tự mới nếu dữ liệu/chỉ mục chưa đồng bộ; prompt có citation không bảo đảm mọi phát biểu đúng.,D2-P05 và D2-P09; thiếu knowledge → retrieval trước.,2.1,Mở rộng từ bài học,"https://skillbuilder.aws/learn/SUCM8B51JS/aws-ml-engineer-associate--choose-modeling-approaches/3Q54Z7VAZ2
https://docs.aws.amazon.com/bedrock/latest/userguide/knowledge-base.html",14/09/2026
D2-M12 • Product code bị semantic search bỏ sót,"• EXACT IDENTIFIER
• KEYWORD MATCH
• HYBRID SEARCH",Semantic search misses manuals that contain an exact product code from the query.,Tìm kiếm ngữ nghĩa bỏ sót tài liệu chứa đúng mã sản phẩm trong câu hỏi.,"Hybrid search: kết hợp keyword/lexical và semantic retrieval, trên backend có hỗ trợ.",Keyword giữ tín hiệu khớp mã chính xác; semantic tìm đoạn liên quan theo nghĩa. Đánh giá retrieval bằng tập câu hỏi có identifier thực tế.,Tăng model generation không sửa trực tiếp candidate retrieval bị thiếu. Reranking chỉ sắp lại candidates đã lấy; khó cứu tài liệu chưa được retrieve.,D2-P06; EXACT CODE → HYBRID.,2.1,Mở rộng từ bài học,"https://skillbuilder.aws/learn/SUCM8B51JS/aws-ml-engineer-associate--choose-modeling-approaches/3Q54Z7VAZ2
https://docs.aws.amazon.com/en_en/bedrock/latest/userguide/kb-test-config.html",14/09/2026
D2-M13 • Đoạn đúng có trong candidates nhưng xếp thấp,"• RELEVANT CANDIDATE EXISTS
• POOR ORDERING
• RERANKING","The retriever returns the right passage, but irrelevant passages rank above it and fill the prompt.",Retriever đã lấy đúng đoạn nhưng xếp thấp; đoạn ít liên quan chiếm context.,Rerank các candidates theo query trước khi chọn top-k đưa vào FM.,Reranker đánh giá độ liên quan query–document để cải thiện thứ tự; giảm context nhiễu. Đổi lại có thêm latency/cost nên đo lợi ích đầu-cuối.,"Nếu đoạn đúng không nằm trong candidates, cần sửa retrieval/index/query trước; reranking không tạo ra tài liệu bị thiếu. Không nhầm reranking với fine-tuning FM.",D2-P07; CANDIDATE PRESENT + BAD RANK → RERANK.,2.1,Mở rộng từ bài học,"https://skillbuilder.aws/learn/SUCM8B51JS/aws-ml-engineer-associate--choose-modeling-approaches/3Q54Z7VAZ2
https://docs.aws.amazon.com/bedrock/latest/userguide/knowledge-base.html",14/09/2026
D2-M14 • Câu hỏi nhiều ý và nhiều nguồn,"• QUERY DECOMPOSITION
• MULTI-STEP RETRIEVAL
• CROSS-DOCUMENT SYNTHESIS",A question asks for eligibility rules and then compares benefits found in separate documents.,Một câu hỏi vừa hỏi điều kiện áp dụng vừa so sánh quyền lợi nằm trong các tài liệu khác nhau.,Rewrite/decompose query → retrieve từng phần → truy xuất tiếp khi cần → tổng hợp có dẫn nguồn.,Tách các ý giúp truy xuất đủ bằng chứng; bước sau có thể dùng kết quả bước trước. Giới hạn số vòng và kiểm tra mỗi ý đã có nguồn để tránh tăng cost không kiểm soát.,Một lần tìm với query dài có thể bỏ sót ý; chỉ tăng context window không bảo đảm lấy đúng nguồn. Multi-step không có nghĩa phải fine-tune.,D2-P08; MULTI-PART QUERY → DECOMPOSE + MULTI-STEP.,2.1,Mở rộng từ bài học,"https://skillbuilder.aws/learn/SUCM8B51JS/aws-ml-engineer-associate--choose-modeling-approaches/3Q54Z7VAZ2
https://docs.aws.amazon.com/bedrock/latest/userguide/knowledge-base.html",14/09/2026
D2-M15 • Đổi format và phong cách lặp lại,"• LABELED INSTRUCTION–RESPONSE PAIRS
• BEHAVIOR ADAPTATION
• INSTRUCTION TUNING",Prompting has been evaluated but still fails a stable output style; many high-quality task examples are available.,Đã thử và đánh giá prompting nhưng model vẫn không ổn định về phong cách/định dạng; có nhiều ví dụ chất lượng cho task.,Cân nhắc instruction fine-tuning; chọn PEFT hoặc full fine-tuning theo tài nguyên và mức độ thích nghi cần thiết.,"Mục tiêu là thay đổi hành vi phản hồi theo ví dụ instruction–response. Cần train/validation tách biệt, baseline và đo hiệu quả trước khi chấp nhận chi phí tùy chỉnh.","RAG chủ yếu bổ sung bằng chứng/tri thức, không thay thế mọi nhu cầu học hành vi. Không fine-tune mặc định nếu prompt đơn giản đã đạt yêu cầu; full và instruction không phải hai loại loại trừ nhau.",D2-P09; behavior/style + labeled examples → instruction tuning.,2.1,Mở rộng từ bài học,"https://skillbuilder.aws/learn/SUCM8B51JS/aws-ml-engineer-associate--choose-modeling-approaches/3Q54Z7VAZ2
https://docs.aws.amazon.com/bedrock/latest/userguide/custom-model-fine-tuning.html",14/09/2026
D2-M16 • Thích nghi với corpus chuyên ngành không nhãn,"• UNLABELED DOMAIN CORPUS
• CONTINUED PRE-TRAINING
• DOMAIN PATTERNS",A model needs deeper adaptation to specialized terminology and patterns; a large unlabeled domain corpus is available.,Cần thích nghi sâu với thuật ngữ và mẫu ngôn ngữ ngành; có corpus ngành lớn chưa gán nhãn.,"Cân nhắc continued pre-training, rồi instruction tuning nếu còn cần học cách trả lời task cụ thể.","CPT tiếp tục mục tiêu pre-training trên corpus để thích nghi phân phối miền. Chi phí, chất lượng, quên kiến thức và dữ liệu phải được đánh giá; dịch vụ/model phải hỗ trợ phương pháp.","Unlabeled text không tự tạo thành instruction–response pairs. Nếu chỉ cần tra chính sách hiện hành và citation, RAG thường phù hợp hơn thay vì cập nhật trọng số.",D2-P09; DOMAIN CORPUS → CPT; xác minh catalog hỗ trợ.,2.1,Mở rộng từ bài học,"https://skillbuilder.aws/learn/SUCM8B51JS/aws-ml-engineer-associate--choose-modeling-approaches/3Q54Z7VAZ2
https://docs.aws.amazon.com/bedrock/latest/userguide/custom-model-fine-tuning.html",14/09/2026
D2-M17 • GPU memory hạn chế khi fine-tune,"• FROZEN BASE WEIGHTS
• LOW-RANK ADAPTERS
• PARAMETER EFFICIENCY",Fine-tuning must adapt an FM while reducing the number of trainable parameters and memory overhead.,Cần tùy chỉnh FM nhưng giảm tham số phải học và bộ nhớ liên quan đến training.,PEFT; LoRA là kỹ thuật dùng các ma trận cập nhật hạng thấp khi đóng băng trọng số nền.,Chỉ học phần nhỏ/additional parameters thay vì cập nhật toàn bộ mô hình. Có thể dùng LoRA cho instruction tuning; objective và parameter-update strategy là hai trục khác nhau.,Không kết luận PEFT luôn chất lượng bằng full fine-tuning hoặc không tốn compute. LoRA không phải RAG và vẫn có quá trình training.,D2-P09; FEWER TRAINABLE PARAMETERS → PEFT / LoRA.,2.1,Mở rộng từ bài học,"https://skillbuilder.aws/learn/SUCM8B51JS/aws-ml-engineer-associate--choose-modeling-approaches/3Q54Z7VAZ2
https://huggingface.co/docs/peft/package_reference/lora",14/09/2026
D2-M18 • Long system prompt lặp ở chat,"• REPEATED PREFIX
• PROMPT CACHE
• INPUT PROCESSING","Chat quality is acceptable, but each request includes the same long system prefix and incurs high cost and latency.","Chat đã đạt chất lượng nhưng mỗi request đều gửi cùng prefix hệ thống dài, làm tăng chi phí và độ trễ.","Cân nhắc prompt caching cho model/API hỗ trợ, kết hợp bỏ context dư và đo cache hit thực tế.","Cache tái sử dụng xử lý prefix chung; hữu ích khi prefix đủ điều kiện và lặp trong TTL. Đo cache reads/writes, input/output tokens và latency; cache miss vẫn có chi phí.",Prompt cache không lưu một câu trả lời cố định cho mọi câu hỏi. Không mặc định cache áp dụng mọi model hoặc batch API; cache write/miss có thể làm lợi ích giảm.,D2-P10; repeated INPUT prefix ≠ response caching.,2.1,Mở rộng từ bài học,"https://skillbuilder.aws/learn/SUCM8B51JS/aws-ml-engineer-associate--choose-modeling-approaches/3Q54Z7VAZ2
https://docs.aws.amazon.com/bedrock/latest/userguide/prompt-caching.html",14/09/2026
D2-M19 • Xử lý qua đêm và chat trực tiếp,"• OFFLINE BULK
• INTERACTIVE LATENCY
• BATCH INFERENCE","Summarize many independent documents overnight, then choose an inference mode for a live chat application.",Tóm tắt nhiều tài liệu độc lập qua đêm; sau đó chọn chế độ cho ứng dụng chat trực tiếp.,Tác vụ qua đêm → cân nhắc batch inference. Chat trực tiếp → real-time inference phù hợp SLO.,Batch phù hợp công việc không cần phản hồi ngay và model/task được hỗ trợ. Chat cần độ trễ tương tác; khả năng batch tiết kiệm phải đối chiếu pricing và support hiện hành.,Không chọn batch chỉ vì khối lượng lớn nếu người dùng phải đợi phản hồi tức thời. Bedrock batch không tự kết hợp với Provisioned Throughput hoặc prompt caching.,D2-P11; FLEXIBLE COMPLETION TIME → BATCH.,2.1,Mở rộng từ bài học,"https://skillbuilder.aws/learn/SUCM8B51JS/aws-ml-engineer-associate--choose-modeling-approaches/3Q54Z7VAZ2
https://docs.aws.amazon.com/bedrock/latest/userguide/batch-inference.html
https://docs.aws.amazon.com/bedrock/latest/userguide/prompt-caching.html",14/09/2026
D2-M20 • Lưu lượng biến động hay ổn định,"• VARIABLE DEMAND
• SUSTAINED UTILIZATION
• CAPACITY COMMITMENT",One workload is sporadic; another has predictable sustained inference volume and a capacity requirement.,"Một workload thưa và biến động; workload khác đều đặn, khối lượng cao và cần công suất ổn định.",Biến động/thưa → xem on-demand. Tải đều → đánh giá Provisioned Throughput với model hỗ trợ và mức sử dụng đủ tốt.,"So sánh tổng chi phí theo lượng dùng, năng lực cần thiết và thời gian cam kết. Capacity đặt trước có thể phù hợp tải ổn định nhưng phần công suất nhàn rỗi vẫn ảnh hưởng hiệu quả.",Không khẳng định provisioned luôn rẻ hơn hoặc mọi model đều hỗ trợ. Không dùng training cost thay recurring inference cost khi tính TCO.,D2-P11; predictable demand + utilization → evaluate provisioned.,2.1,Mở rộng từ bài học,"https://skillbuilder.aws/learn/SUCM8B51JS/aws-ml-engineer-associate--choose-modeling-approaches/3Q54Z7VAZ2
https://docs.aws.amazon.com/bedrock/latest/userguide/prov-throughput.html",14/09/2026
D2-M21 • Training chịu được gián đoạn,"• INTERRUPTIBLE TRAINING
• CHECKPOINTS
• FLEXIBLE DEADLINE",A long training job can tolerate interruptions and has a flexible completion deadline.,Training dài có thể chịu gián đoạn và deadline hoàn thành linh hoạt.,SageMaker AI managed spot training với checkpoint và cấu hình thời gian chờ phù hợp.,Spot có thể giảm chi phí compute; checkpoint giúp tiếp tục từ trạng thái lưu khi tài nguyên bị thu hồi. Cần kiểm tra thuật toán/script hỗ trợ và cả thời gian chờ lẫn thời gian train.,Không hứa không gián đoạn hoặc giảm giá cố định cho mọi job. Deadline cứng có thể cần on-demand; endpoint Auto Scaling không thay cơ chế Spot training.,D2-P12; FLEXIBLE + CHECKPOINT → MANAGED SPOT TRAINING.,2.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/SUCM8B51JS/aws-ml-engineer-associate--choose-modeling-approaches/3Q54Z7VAZ2
https://docs.aws.amazon.com/sagemaker/latest/dg/model-managed-spot-training.html",14/09/2026
D2-M22 • CPU hay GPU và distributed,"• COMPUTE BOTTLENECK
• MATRIX PARALLELISM
• BENCHMARK TOTAL COST",Choose compute for a modest tabular model and for a deep neural network dominated by matrix operations.,Chọn compute cho mô hình bảng vừa phải và mạng sâu nặng phép toán ma trận.,Benchmark CPU cho workload phù hợp; GPU là ứng viên cho deep learning song song. Dùng distributed khi lợi ích vượt communication overhead.,"Đo thời gian hoàn thành, mức sử dụng và tổng tiền job; giá/giờ thấp không đồng nghĩa tổng tiền thấp. Dữ liệu, thuật toán và hỗ trợ framework quyết định khả năng tăng tốc.","Không mặc định GPU tốt nhất cho mọi model; thêm instance không bảo đảm speedup tuyến tính. Right-sizing dựa trên số đo, không chỉ chọn máy lớn nhất.",D2-P12; cost per completed job + quality constraints.,2.1,Mở rộng từ bài học,https://skillbuilder.aws/learn/SUCM8B51JS/aws-ml-engineer-associate--choose-modeling-approaches/3Q54Z7VAZ2,14/09/2026
D2-M23 • Walkthrough: ảnh đã gán nhãn và cần kiểm soát,"• LABELED IMAGES
• TRANSFER LEARNING
• TRAINING CONTROL","The lesson's image project has about 50,000 labeled examples and requires control over architecture, training, and evaluation.","Dự án ảnh trong walkthrough có khoảng 50.000 mẫu gán nhãn và cần kiểm soát kiến trúc, training, evaluation.",Fine-tune pretrained image model bằng SageMaker AI theo cách tiếp cận của walkthrough.,"Tận dụng đặc trưng đã học giúp tránh bắt đầu từ trọng số ngẫu nhiên; SageMaker hỗ trợ tùy chỉnh training và đánh giá. Con số 50.000 là bối cảnh ví dụ, không phải ngưỡng lựa chọn dịch vụ.","Rekognition Custom Labels có thể train trên ảnh riêng; không loại nó chỉ vì đây là ảnh chuyên ngành. Quyết định trong bài gắn với yêu cầu kiểm soát sâu, không phải “Custom Labels không train được”.","D2-P13; walkthrough minh họa lựa chọn ML, không phải kết luận về độ an toàn y khoa.",2.1,Mở rộng từ bài học,"https://skillbuilder.aws/learn/SUCM8B51JS/aws-ml-engineer-associate--choose-modeling-approaches/3Q54Z7VAZ2
https://skillbuilder.aws/cds/CONTENT_PR341MXB8A_001.000.000/assets/transcripts/B3UJH1XYGG.txt
https://docs.aws.amazon.com/rekognition/latest/customlabels-dg/what-is.html",14/09/2026
D2-M24 • Walkthrough: hỏi đáp tài liệu nội bộ,"• INTERNAL PROTOCOLS
• GROUNDING AND CITATIONS
• NO LABELED QA PAIRS",Staff need answers based on internal protocols and papers; no labeled question–answer training set is available.,Nhân viên cần hỏi đáp dựa trên quy trình và tài liệu nội bộ; chưa có cặp hỏi–đáp gán nhãn.,FM + Amazon Bedrock Knowledge Bases theo RAG.,"Dùng tài liệu làm evidence tại lúc trả lời thay vì đòi tập fine-tuning trước. Đánh giá retrieval, độ đúng câu trả lời và citation; cập nhật nguồn phải đi kèm đồng bộ chỉ mục.",Không có nhãn QA không có nghĩa không thể đánh giá: vẫn cần tạo bộ câu hỏi kiểm tra đại diện. RAG không bảo đảm hết hallucination hoặc mọi citation đều hỗ trợ đúng phát biểu.,D2-P05; walkthrough dự án QA tài liệu.,2.1,Mở rộng từ bài học,"https://skillbuilder.aws/learn/SUCM8B51JS/aws-ml-engineer-associate--choose-modeling-approaches/3Q54Z7VAZ2
https://skillbuilder.aws/cds/CONTENT_PR341MXB8A_001.000.000/assets/transcripts/B3UJH1XYGG.txt
https://docs.aws.amazon.com/bedrock/latest/userguide/knowledge-base.html",14/09/2026
D2-M25 • Walkthrough: agent đặt lịch qua API,"• MULTI-STEP REASONING
• TOOL USE
• BACKEND CONFIRMATION","An assistant must schedule, reschedule, and cancel appointments through a scheduling API while tracking conversational context.","Trợ lý cần đặt, dời, hủy lịch qua API và theo dõi ngữ cảnh hội thoại.","Agent dùng FM + tools, với các thành phần Amazon Bedrock AgentCore phù hợp như walkthrough.","Agent suy luận bước tiếp, thu thập thông tin và gọi API; backend xác thực quyền, dữ liệu và thực hiện giao dịch. Chỉ thông báo đặt lịch thành công sau kết quả API xác nhận.",FM không tự thay database/lịch thật; trả văn bản “đã đặt” chưa phải giao dịch. Lex vẫn có thể phù hợp flow intent/slot cố định; không phủ nhận mọi chatbot dạng intent.,D2-P14; REASON → CALL TOOL → VERIFY RESULT → RESPOND.,2.1,Mở rộng từ bài học,"https://skillbuilder.aws/learn/SUCM8B51JS/aws-ml-engineer-associate--choose-modeling-approaches/3Q54Z7VAZ2
https://skillbuilder.aws/cds/CONTENT_PR341MXB8A_001.000.000/assets/transcripts/B3UJH1XYGG.txt
https://docs.aws.amazon.com/bedrock-agentcore/latest/devguide/what-is-bedrock-agentcore.html",14/09/2026
