D3-M08 — Nơi lưu model weights,trained binary • model.tar.gz,Where should a typical SageMaker deployment reference the trained model artifact?,Triển khai SageMaker thông dụng tham chiếu model artifact ở đâu?,Amazon S3,S3 lưu file trọng số/tài sản model; serving resource tham chiếu URI và role được quyền đọc. Image chứa runtime được quản lý riêng.,ECR lưu container image; Registry lưu version/metadata và tham chiếu. Không biến registry thành kho binary.,S3 = artifact; ECR = image; Registry = version catalog.,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M09 — Nơi lưu runtime Docker,container image • Dockerfile output,A pipeline builds a Docker image containing inference dependencies and server code. Where is it published?,Pipeline build Docker image có dependency và mã inference; publish ở đâu?,Amazon ECR,ECR là kho image mà SageMaker/ECS/EKS có thể tham chiếu trong deployment; lưu version ổn định để tái hiện.,S3 thường lưu model artifacts; ECR không tự khởi chạy container hoặc theo dõi tiêu chí model.,D3-P08 • build/test → ECR → deploy.,3.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M10 — Model version và approval,catalog • approval • lineage,"The team needs to track candidate model versions, evaluation metadata and promotion decisions.","Cần quản lý phiên bản candidate, metadata đánh giá và quyết định promote.",SageMaker Model Registry,Registry tổ chức model package/version và metadata cần cho bàn giao building→deployment; liên kết artifact/image dùng khi deploy.,ECR không thay registry model. Đăng ký thành công không đồng nghĩa đã approved hoặc đang phục vụ.,D3-P02 • evaluate → register → approve/select → deploy.,3.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M11 — Nhiều model ít request,hundreds of models • shared compute,Hundreds of compatible tenant models receive infrequent requests and dedicated endpoints are underutilized.,"Hàng trăm model tenant tương thích ít được gọi, endpoint riêng sử dụng tài nguyên thấp.",Multi-model endpoint (MME),"Dùng chung serving container/fleet, nạp và cache model theo yêu cầu giúp tăng utilization và giảm nhiều endpoint riêng.","MME có cold model latency và contention; multi-container là nhiều runtime/container, không cùng cơ chế này.",D3-P11 • nhiều model → shared container → TargetModel.,3.1,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M12 — Model đầu tiên gọi chậm trên MME,cache miss • model loading,A model on a multi-model endpoint is slow on its first request but faster on later requests.,"Model trên MME chậm ở request đầu, nhanh hơn ở các lần sau.",Chi phí tải model và cache warm-up,Model chưa nằm trong memory phải được lấy/tải trước khi inference; những lần sau có thể dùng cache. Đo cả cold và hot path.,Không kết luận ngay model accuracy kém hoặc toàn bộ endpoint bị hỏng; không hứa mọi model luôn cache cùng lúc.,MME tiết kiệm compute nhưng cần chấp nhận/đánh giá model load latency.,3.1,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M13 — Tiền/hậu xử lý khác framework,ordered stages • different containers,"Preprocessing, prediction and postprocessing use separate runtimes and must run in order behind one endpoint.","Tiền xử lý, dự đoán, hậu xử lý có runtime riêng nhưng phải chạy nối tiếp sau một endpoint.",Multi-container endpoint ở mode Serial,Container boundaries tách runtime; serial invocation chuyển output lần lượt. Cần input/output contracts và tài nguyên đủ cho cả chuỗi.,Direct chỉ gọi container đích. MME không tự tạo chuỗi nhiều container; SageMaker Pipelines không phải serving chain.,D3-P12 • preprocess → predict → postprocess.,3.1,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M14 — Gọi riêng container,target container • Direct mode,An endpoint hosts independent containers and the caller must select one of them for each request.,"Endpoint chứa các container độc lập, caller chọn một container cho mỗi request.",Direct invocation / TargetContainerHostname,Mode Direct phục vụ container được định danh thay vì chạy toàn bộ chuỗi; phù hợp dịch vụ độc lập chia sẻ endpoint.,"Mode Serial thực hiện theo chuỗi. TargetModel dùng cho model trong MME, TargetVariant dùng production variant.",Chọn đúng đối tượng: model / variant / container.,3.1,Mở rộng từ bài học,"https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ
https://docs.aws.amazon.com/sagemaker/latest/APIReference/API_runtime_InvokeEndpoint.html",15/09/2026
"D3-M15 — Model ngoài AWS, framework phổ biến",externally trained • supported framework,A PyTorch model trained on premises needs managed hosting on AWS.,Model PyTorch train tại chỗ cần được host quản lý trên AWS.,SageMaker BYOM với image/script tương thích,"Nơi train không ngăn hosting: xuất artifact, S3, runtime inference tương thích, CreateModel rồi chọn mode phục vụ.",Không cần train lại chỉ vì model đến từ ngoài. Không bắt buộc BYOC nếu managed image đã đáp ứng.,D3-P09 • model source ≠ container ownership.,3.1,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M16 — Framework không được image đáp ứng,custom runtime • unsupported dependencies,Available inference images cannot satisfy a model's runtime and dependency requirements.,Image có sẵn không đáp ứng runtime/dependency của model.,Bring your own container (BYOC),Tự đóng gói môi trường đủ thư viện và inference server; tuân thủ serving contract rồi kiểm thử trước khi đẩy ECR/deploy.,"BYOM chỉ nói model được mang vào, không cung cấp runtime. Docker build success chưa đủ chứng minh health check/invocation đúng.",D3-P08 • runtime gap → BYOC → test → ECR.,3.1,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M17 — Đã vận hành Kubernetes,existing Kubernetes • platform control,The company already runs Kubernetes and needs advanced custom serving integrated into that platform.,Công ty đã dùng Kubernetes và cần serving tùy chỉnh gắn với platform hiện tại.,Amazon EKS,"Tận dụng công cụ, quy trình và hệ sinh thái Kubernetes; hợp mức kiểm soát platform cao khi đội ngũ có kỹ năng vận hành.","SageMaker managed hosting có thể giảm ops nếu không cần K8s. EKS vẫn cần quản lý workload/dependencies, không tự quản lý toàn vòng đời ML.",Deployment target theo hệ sinh thái và mức kiểm soát.,3.1,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M18 — Container AWS không cần Kubernetes,task definition • AWS-native orchestration,An AWS application needs container scheduling without a Kubernetes-specific requirement.,"Ứng dụng AWS cần điều phối container, không có yêu cầu Kubernetes.",Amazon ECS,"Dùng task definitions/services và tích hợp AWS để chạy, thay thế, scale container; phù hợp lựa chọn native container orchestration.","EKS bổ sung Kubernetes khi có nhu cầu, nhưng không bắt buộc chỉ vì model đóng gói Docker. Không giả định Fargate hỗ trợ GPU.",ECS task/service khác SageMaker model/endpoint.,3.1,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M19 — Kiểm thử tự động sau deploy,short task • endpoint health test,A short event-driven task must validate that a newly deployed endpoint responds correctly.,Tác vụ ngắn theo sự kiện cần kiểm tra endpoint mới phản hồi đúng.,AWS Lambda trong workflow kiểm thử,"Function có thể gọi endpoint, kiểm tra phản hồi và báo kết quả cho orchestrator. Phù hợp logic ngắn và nhẹ theo giới hạn tài nguyên.",Không dùng Lambda làm đáp án mặc định cho training lớn hoặc inference kéo dài; test phải chạy sau khi endpoint sẵn sàng.,CreateEndpoint → InService → automated test → promotion decision.,3.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M20 — Workflow ML chủ yếu SageMaker,Processing • Training • Condition • Registry,"The workflow uses SageMaker processing, training, evaluation and conditional registration steps.","Workflow gồm processing, training, evaluation và đăng ký có điều kiện trong SageMaker.",SageMaker Pipelines,"DAG tích hợp step ML và dependency giúp tự động hóa/quan sát các job, dùng output đánh giá để quyết định nhánh.","Serial inference pipeline là chuỗi container phục vụ request. ECR chỉ lưu image, CodeBuild không thay toàn DAG ML.",D3-P02 • Processing → Training → Evaluate → Condition.,3.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M21 — Workflow nhiều dịch vụ và vòng lặp,state transitions • wait/retry • service integrations,A workflow coordinates multiple AWS services and repeatedly checks progress before moving on.,Workflow phối hợp nhiều dịch vụ AWS và lặp kiểm tra tiến độ trước khi đi tiếp.,AWS Step Functions,"Máy trạng thái mô tả task, chuyển trạng thái, nhánh, chờ và vòng lặp phù hợp; job được dịch vụ đích thực thi.",Không gọi mọi Step Functions workflow là DAG không chu trình. MLflow tracking không phải cùng loại orchestrator.,D3-P07 • state machine phù hợp control flow.,3.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M22 — DAG Airflow đang có,existing Python DAGs • managed Airflow,A team wants to reuse its Python Airflow DAGs and SageMaker operators with less Airflow infrastructure work.,Nhóm muốn tái dùng DAG Python/Airflow operators và giảm quản lý môi trường Airflow.,Amazon MWAA,"Managed Airflow giữ hệ sinh thái DAG/operator, phù hợp đội ngũ đã có quy trình; nhóm vẫn chịu trách nhiệm code/dependencies.","Không buộc viết lại mọi DAG sang Step Functions. MWAA điều phối, không thay compute Training/Processing.",D3-P07 • existing Airflow → MWAA.,3.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M23 — Tracking run không phải orchestration,parameters • metrics • model packaging,"The requirement is to record experiments, package models and track lifecycle metadata.","Yêu cầu chính là ghi nhận thử nghiệm, đóng gói model và theo dõi metadata vòng đời.",MLflow,"Phù hợp tracking run, parameters/metrics/artifacts, packaging và registry theo thành phần bài học nêu.",Không chọn chỉ vì cần state machine liên kết mọi AWS service; orchestration và experiment tracking là hai trách nhiệm.,"MLflow: bài học nêu Tracking, Projects, Models, Registry.",3.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M24 — Kubernetes quản lý SageMaker,ACK custom resources • managed SageMaker job,A Kubernetes team wants to manage SageMaker resources through Kubernetes-style definitions.,Nhóm Kubernetes muốn quản lý SageMaker qua cách khai báo resource của Kubernetes.,AWS Controllers for Kubernetes (ACK),Controller chuyển khai báo Kubernetes thành thao tác quản lý resource AWS/SageMaker; có thể kết hợp workflow K8s.,"Job SageMaker vẫn chạy trên dịch vụ SageMaker, không tự chuyển compute vào pod. Kubeflow Pipelines là cách ghép component workflow.",D3-P07 • control plane integration ≠ job execution location.,3.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M25 — Điều phối phát hành và build,release stages • compile/test/package,Match release-stage orchestration and execution of build/test commands to the appropriate services.,Ghép điều phối các giai đoạn phát hành và thực thi lệnh build/test với dịch vụ.,CodePipeline = điều phối; CodeBuild = thực thi build/test,"CodePipeline liên kết source, build, test, deploy và luồng artifact; CodeBuild chạy môi trường/lệnh để tạo artifact hoặc image.",ECR lưu image sau build; Git giữ source revision. Không tráo vai trò các dịch vụ trong chuỗi.,Git → CodePipeline → CodeBuild → ECR → deploy.,3.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M26 — Train xong chưa được promote,evaluation threshold • quality gate,"A training job completed, but only candidates meeting an evaluation threshold may be registered.","Job training hoàn tất, nhưng chỉ candidate vượt ngưỡng đánh giá mới được đăng ký.",Evaluation Processing step → Condition → Register/Fail,Kết quả metrics phải có trước khi Condition kiểm tra. Gate ngăn job chạy xong nhưng model kém đi tiếp.,Không đăng ký/triển khai vô điều kiện từ Training Completed. Transform không tạo metrics đánh giá trừ khi tự xây logic phù hợp.,D3-P02 • execution success ≠ model acceptance.,3.3,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M27 — Latency do model hay overhead,ModelLatency • OverheadLatency,An endpoint is slow; the team must distinguish container processing time from serving-service overhead.,Endpoint chậm; cần tách thời gian trong container và overhead dịch vụ.,So sánh ModelLatency và OverheadLatency trong CloudWatch,Giúp khoanh vùng phần model/runtime hay cấp tài nguyên/dịch vụ; xem loại endpoint và tải tương ứng để hiểu metric.,Không tự quy mọi overhead cho network hoặc model accuracy; end-to-end client còn thành phần ngoài dịch vụ.,D3-P10 • đo trước khi đổi instance.,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M28 — Tăng replica hay tăng RAM,memory bottleneck • model does not fit,A model does not fit in the memory of one serving device.,Model không vừa bộ nhớ của một thiết bị phục vụ.,Thiết bị đủ bộ nhớ hoặc model sharding được hỗ trợ,Scale up/đổi hardware hoặc chia model giải quyết khả năng đặt weights và bộ nhớ runtime. Replica chỉ tạo bản sao đầy đủ nếu không có sharding.,Tăng số instance không tự chia model; streaming không giảm kích thước weights. Phải tính thêm bộ nhớ request.,D3-P16 • đủ bộ nhớ trước tối ưu throughput.,3.1,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M29 — CPU hay GPU cho model nhỏ,small traditional model • low utilization,A small traditional ML model has light inference traffic and no GPU-specific operation.,"Model ML truyền thống nhỏ có tải suy luận nhẹ, không cần GPU.",Bắt đầu benchmark CPU phù hợp,CPU có thể đạt latency mục tiêu với chi phí tốt hơn GPU ít được tận dụng; xác nhận bằng đo lường thực tế.,Không chọn GPU chỉ vì tác vụ là ML. Giá/giờ thấp nhất cũng chưa đảm bảo chi phí/prediction tốt nhất.,D3-P10 • compute theo workload.,3.1,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M30 — Chọn family theo nút thắt,m balanced • r memory • c compute,Match a memory-heavy workload and a CPU-compute-heavy workload to broad instance-family cues.,Ghép workload cần nhiều RAM và workload nặng tính toán CPU với gợi ý family.,Memory-heavy → r; compute-heavy → c; balanced → m,"Family là bước thu hẹp lựa chọn; sau đó xét size, compatibility, Region và benchmark.",t burstable không mặc định hợp CPU cao liên tục; mọi family EC2 không mặc định có trên mọi SageMaker endpoint.,Chọn family rồi xác minh loại instance hợp lệ.,3.1,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M31 — Chip inference của AWS,Inferentia • inf family • Neuron,The team is evaluating an AWS purpose-built inference accelerator for a compatible deep learning model.,Nhóm muốn đánh giá chip AWS chuyên inference cho deep learning model tương thích.,AWS Inferentia / họ inf + Neuron stack,Chip/stack được thiết kế cho suy luận; kiểm tra model/operator/compile support trước khi đo cost/performance.,Trainium hướng tới training nhưng cũng có cấu hình inference; không kết luận inf dùng training hoặc trn tuyệt đối không inference.,Compatibility → benchmark → choose.,3.1,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M32 — Giảm tác động lỗi một instance,production availability • multiple AZs,A production endpoint must reduce the risk from individual instance or Availability Zone failures.,Endpoint production cần giảm rủi ro lỗi instance hoặc AZ.,"Nhiều instance phân bố AZ, capacity tối thiểu phù hợp","Redundancy và phân phối request giúp duy trì phục vụ; bài học khuyến nghị ít nhất hai instance, VPC theo cấu hình nhiều subnet/AZ.",Một instance cộng autoscale không tự cung cấp dự phòng sẵn. Backup hỗ trợ recovery nhưng không thay capacity live.,D3-P10 • HA cần thiết kế capacity nền.,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M33 — Flash sale tăng tải đột ngột,"50 to 5,000 RPS • scaling delay","Traffic may jump from 50 to 5,000 requests per second during a known sale event.",Traffic có thể tăng từ 50 lên 5.000 RPS trong flash sale biết trước.,Load test + chuẩn bị warm capacity + autoscaling,Dùng năng lực đo được để đặt min/max và reserve/scale trước sự kiện; autoscaling xử lý tải kéo dài nhưng khởi tạo không tức thời.,Min 2/max 20 của walkthrough không phải công thức bảo đảm SLA; chỉ bật auto scale không chứng minh dưới 200 ms.,D3-P10 / D3-P23 • số liệu ví dụ phải được kiểm thử.,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M34 — Lựa chọn FM ít traffic,managed API • low usage • no fleet management,A supported catalog FM is used occasionally and the team wants minimal serving infrastructure work.,"FM catalog được hỗ trợ ít được gọi, nhóm muốn tối thiểu công vận hành.",Amazon Bedrock on-demand,"Gọi API managed theo mức sử dụng, không tự chọn fleet; phù hợp giai đoạn thử nghiệm/tải biến động nếu quota và latency đáp ứng.",PT có chi phí capacity giữ trước; self-host thêm trách nhiệm compute/runtime. Không giả định mọi modality tính token giống nhau.,D3-P13 • support + traffic + control.,3.1,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
"D3-M35 — Capacity FM ổn định, tải cao",steady token throughput • model units,A supported FM needs sustained predictable input/output token throughput.,"FM được hỗ trợ cần throughput token vào/ra ổn định, dự đoán được.",Xem xét Bedrock Provisioned Throughput,Model units cấp capacity theo model; so sánh chi phí/cam kết với tải sử dụng thực trước khi chọn.,Không nhầm Serverless Provisioned Concurrency hay CMI CMU; không áp PT bắt buộc cho mọi custom model.,D3-P17 • measure tokens → size capacity.,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M36 — Tier cho việc không gấp,latency tolerant • cost trade-off,A supported model runs non-urgent evaluation work and longer processing time is acceptable.,"Model hỗ trợ chạy đánh giá không gấp, chấp nhận xử lý chậm hơn.",Xem xét Bedrock Flex tier,Tier được thiết kế cho trade-off tiết kiệm chi phí với thời gian xử lý linh hoạt; cần đối chiếu support và kết quả đo.,"Priority hướng tới ưu tiên hiệu năng với chi phí tăng. Reserved và Provisioned Throughput là cơ chế capacity khác, không tên đồng nghĩa.",Standard mặc định; Priority ưu tiên; Flex linh hoạt; Reserved cam kết.,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M37 — FM tùy chỉnh từ bên ngoài,external FM • supported architecture,An externally customized foundation model matches a Bedrock-supported import architecture.,FM tùy chỉnh bên ngoài khớp kiến trúc được Bedrock cho phép import.,Bedrock Custom Model Import,"Chuẩn bị artifacts hợp lệ, tạo import job và dùng imported model để inference managed; không bắt buộc tự quản lý SageMaker endpoint.","Không dùng CMI cho mọi classifier hoặc embedding model; import là đưa model vào hosting, không huấn luyện lại.",D3-P14 • validate → import → invoke.,3.1,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M38 — Thiếu tokenizer/config,Safetensors alone • missing configuration,An import package contains weight files but lacks the architecture and tokenizer configuration.,Gói import có weights nhưng thiếu cấu hình kiến trúc/tokenizer.,Bổ sung bộ model files hợp lệ trước import,Dịch vụ cần biết cách tái tạo model và xử lý token từ config/tokenizer chứ không chỉ tải weights. Kiểm tra danh sách file theo model.,Tăng throughput/capacity không sửa thiếu file; đổi on-demand sang PT không làm architecture unsupported trở thành supported.,D3-P14 • compatibility trước capacity.,3.1,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-M39 — CMI lạnh sau idle,ModelNotReadyException • restore model,An imported model returns ModelNotReadyException after a long idle period.,Model import trả ModelNotReadyException sau thời gian không dùng.,Xử lý restore/warm-up và retry phù hợp,CMI có thể gỡ model khỏi serving capacity khi idle; request đầu kích hoạt tải lại. Cần timeout/retry phù hợp trải nghiệm.,Không mặc định artifact bị xóa hoặc phải import/train lại. Phân biệt model not found và validation errors.,Model state chưa ready ≠ dữ liệu model đã mất.,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
