MLA-C01 • DOMAIN 4,QUY TRÌNH THEO BƯỚC,Monitor Model Inference • Optimize Costs and Performance • Secure ML and AI Workloads,,,,,,,,,,,,
60 mục • 15 cột,Luồng: C • Từng bước: E:H,Task 4.1 + 4.2 + 4.3,,,,,,,,,,,,
Keyword cần nhớ: cột B,Bẫy: J • Điều kiện: K,3 module • Có phần mở rộng GenAI,,,,,,,,,,,,
Đối chiếu: 16/09/2026,Nguồn: N • Có ghi phạm vi,Đối chiếu MLA-C01 và AWS docs; có ghi giới hạn và trạng thái dịch vụ.,,,,,,,,,,,,
Key / Quy trình,Keyword nhận diện,Chuỗi bước cần nhớ,Tình huống / Mục tiêu,Bước 1,Bước 2,Bước 3,Bước 4 / Tùy chọn,Vì sao theo thứ tự này,Phương án nhiễu / Vì sao loại,Điều kiện / Biến thể / Đầu ra,Task,Phạm vi / Căn cứ,Nguồn tham khảo,Ngày đối chiếu
"D4-P11 — Điều tra bằng registry, card và lineage",version identity • intended use • affected artifacts,Identify deployed version → consult model card → trace lineage → assess impact → recover,Cần biết model lỗi đến từ dữ liệu nào và hệ thống nào đang bị ảnh hưởng.,"Từ alert/request metadata xác định endpoint/variant/model version, tra registry và evaluation/approval metadata.","Đọc model card để hiểu intended use, training/evaluation assumptions và limitations; kiểm business scope có đổi không.",Theo lineage đã ghi từ model về dataset/preprocessing/image/job; tìm downstream models/deployments dùng artifact nghi vấn.,"Chọn sửa dữ liệu, rollback candidate phù hợp hoặc human review; kiểm tra tất cả tài nguyên bị ảnh hưởng và lưu incident record.",Registry trả lời version nào; card trả lời model được dùng để làm gì; lineage trả lời tạo từ đâu và liên quan tài nguyên nào.,Không dùng card thay live metrics; không coi registry tự host/rollback; không mặc định lineage chứa quan hệ chưa được ghi.,Cần mapping và provenance chính xác. Dữ liệu nhạy cảm trong điều tra được xử lý theo quyền của hệ thống.,4.1,Mở rộng từ bài học,https://skillbuilder.aws/learn/AU24AGRSFQ/aws-ml-engineer-associate--monitor-model-inference/VHYSRYCCF9,16/09/2026
D4-P12 — Tìm bottleneck của agent,session → trace → span • tool versus model,Select slow sessions → inspect request traces → locate span → fix owner layer → verify,"Agent phản hồi chậm nhưng chưa biết do model, retrieval hay tool.","Chọn time window/session/version bị ảnh hưởng trong AgentCore/CloudWatch, đối chiếu baseline latency và error rate.","Mở trace request, đọc span durations/outcomes theo quan hệ parent-child; xác định model call, retrieval hoặc tool đóng góp thời gian.",Đối chiếu logs/config/release cho step đó; tool API lỗi/chậm chuyển integration owner; model-generation issue kiểm token/OTPS.,Sửa dependency/config hoặc rollback release đúng nguyên nhân; kiểm cả latency và task success sau hành động.,Latency toàn agent là kết quả workflow nhiều bước; span mới cho vị trí cần xử lý.,CPU application server hoặc daily accuracy không chỉ ra step chậm. Golden-suite trước release không thay trace của request production.,Built-in runtime metrics cần bổ sung instrumentation cho custom spans khi chưa có; trace không tự đánh giá chất lượng câu trả lời.,4.1,Mở rộng từ bài học,https://skillbuilder.aws/learn/AU24AGRSFQ/aws-ml-engineer-associate--monitor-model-inference/VHYSRYCCF9,16/09/2026
D4-P13 — Phát hiện behavioral drift của agent,tool mix • escalation • turns • loops • integration errors,Aggregate session behavior → compare baseline → alert → correlate release → repair/rollback,Không có API error nhưng agent làm việc kém hơn hoặc tiêu token không tiến triển.,"Ghi session/trace/version và outcomes; tính tool-use distribution, escalation rate, turns/session, repeated-action counts, integration errors.","So theo intent/cohort/version với baseline; phân biệt workload khó hơn, policy escalation mới và behavior regression.",Alarm theo ngưỡng phù hợp từng tín hiệu; review các session đại diện và lịch thay prompt/instruction/tool.,Theo playbook sửa tool/instruction/context hoặc rollback agent version qua CI/CD; chạy lại evaluation và kiểm production recovery.,Cần tổng hợp nhiều session để thấy pattern mà một trace không đủ; mẫu case giải thích vì sao metric biến động.,Escalation tăng không luôn xấu; conversation dài không luôn lỗi; lỗi API không tự là lỗi FM.,Ví dụ 5%→25% escalation là tình huống bài học. Định nghĩa mẫu số và task completion trước khi tối ưu rate.,4.1,Mở rộng từ bài học,https://skillbuilder.aws/learn/AU24AGRSFQ/aws-ml-engineer-associate--monitor-model-inference/VHYSRYCCF9,16/09/2026
D4-P14 — Chẩn đoán FM latency bằng token và OTPS,last-token latency • TTFT • output length • throughput,Confirm scope → correlate token counts → compute streaming OTPS → isolate cause → verify,Latency tăng: cần phân biệt sinh chậm với prompt/response dài hơn.,"Chọn cùng model/operation/time window, xem InvocationLatency, InputTokenCount, OutputTokenCount, errors và throttles.","Với streaming có TTFT, tính OTPS=OutputTokenCount/(InvocationLatency−TimeToFirstToken)×1000; kiểm unit ms và mẫu số dương.",OTPS ổn nhưng latency/output length tăng → xem prompt/model behavior; TTFT tăng → xem input/prefill; OTPS giảm → điều tra model-side throughput/capacity.,"Chọn thay prompt/output budget hoặc xử lý capacity theo nguyên nhân; kiểm latency và quality sau thay đổi, đặt alarm throughput phù hợp.",Tách độ dài công việc và tốc độ thực hiện tránh tăng capacity không đúng vấn đề; cần theo dõi cả operational và quality layer.,Không suy OTPS non-streaming từ TTFT thiếu; không nhìn chỉ invocation count hoặc helpfulness để giải thích token speed.,Formula metric math trên aggregated series là chỉ báo; cần cùng population/statistic và xem per-request evidence nếu cần kết luận chính xác.,4.1,Mở rộng từ bài học,https://skillbuilder.aws/learn/AU24AGRSFQ/aws-ml-engineer-associate--monitor-model-inference/VHYSRYCCF9,16/09/2026
D4-P15 — Evaluation định kỳ thành FM quality monitoring,representative prompts • versioned judge • compare scores,Version dataset/rubric → run evaluation → compare trends/slices → inspect failures → remediate,FM không có một accuracy duy nhất và cần phát hiện regression sau release.,"Chọn prompt set đại diện, edge cases và expected/reference data khi loại evaluation yêu cầu; version prompt/model/judge/rubric.",Chạy built-in programmatic hoặc LLM-judge evaluation phù hợp; thu helpfulness/coherence và dimension chất lượng cần thiết.,"So với baseline/các run tương đương, phân tích theo task/slice và case thất bại; kết hợp human used/edited/ignored feedback.",Xuất trend/alert; review và sửa prompt/model/context; chạy lại cùng suite rồi kiểm production sau thay đổi.,So lặp trong điều kiện có kiểm soát giúp phân biệt model regression với đổi dataset/evaluator.,Không xem latency ổn là quality ổn. Judge score không là chân lý và average cao có thể che một safety failure.,Schedule cần orchestration; cadence và threshold theo risk. Không gọi đây là test trên toàn bộ request nếu chỉ sample định kỳ.,4.1,Mở rộng từ bài học,https://skillbuilder.aws/learn/AU24AGRSFQ/aws-ml-engineer-associate--monitor-model-inference/VHYSRYCCF9,16/09/2026
D4-P16 — RAG grounding giảm — sửa đúng tầng,retrieval evidence • freshness • claim support,Sample flagged answers → inspect evidence → check source/index → repair → re-evaluate,Câu trả lời thiếu căn cứ hoặc helpfulness giảm dù runtime bình thường.,"Lấy query, generated answer, retrieved chunks, source metadata và score của case bị flag; xác định claim không được hỗ trợ.",Kiểm retrieval relevance/coverage và KB freshness; xem nguồn đúng nhưng index cũ hay retrieval configuration bỏ tài liệu cần.,Nếu nguồn/index lỗi thì cập nhật/sync và xác nhận retrieval; nếu context đủ mà model vẫn bịa thì xem prompt/generation/guardrail.,"Chạy lại retrieval và generation evaluation; human review case dưới ngưỡng, theo dõi grounding trend sau sửa.",Retrieval là đầu vào generation; phải kiểm evidence trước khi quy lỗi toàn bộ cho FM hoặc fine-tune.,Citation có mặt không chứng minh claim supported; grounded với tài liệu cũ vẫn không đúng hiện tại. Không coi sync đã bắt đầu là index đã xong.,Consistency<0.8 trong walkthrough chỉ là ví dụ application threshold; có thể cần kiểm từng response theo rủi ro.,4.1,Mở rộng từ bài học,https://skillbuilder.aws/learn/AU24AGRSFQ/aws-ml-engineer-associate--monitor-model-inference/VHYSRYCCF9,16/09/2026
D4-P17 — Theo dõi guardrail interventions,normalize violations • policy category • review,Collect interventions → rate by category/version → alert → review samples → validate changes,Tỷ lệ safeguard chặn/lọc tăng đột ngột.,"Ghi intervention cùng input/output stage, policy category và version; giữ mẫu hợp lệ cho review theo access/retention.",Tính rate theo số request eligible và phân nhóm traffic; so trước/sau thay model/prompt/config hoặc mở user audience.,"Cảnh báo theo rủi ro và xem ví dụ để phân biệt input exposure mới, behavior regression hoặc false positives của policy.","Chọn hành động qua owner/policy review, kiểm test an toàn và usefulness rồi theo dõi lại cả vi phạm và lọt kiểm soát.",Count đơn lẻ tăng có thể chỉ do traffic tăng; rate và category mới định hướng điều tra.,Không nới guardrail chỉ để hạ metric; low violation rate không bảo đảm không có harmful responses.,Phối hợp quality/safety monitoring; không dùng operational uptime làm bằng chứng đạt safety.,4.1,Mở rộng từ bài học,https://skillbuilder.aws/learn/AU24AGRSFQ/aws-ml-engineer-associate--monitor-model-inference/VHYSRYCCF9,16/09/2026
D4-P18 — Walkthrough hệ thống hỗ trợ khách hàng,classifier • generative assistant • agent • playbook,Define success → monitor three component shapes → route alerts → remediate → feedback,"Một nền tảng có model routing/sentiment, FM gợi ý trả lời và agent workflow.",Traditional ML: input baseline/drift; join delayed labels đo daily accuracy; đo bias theo tier và SHAP attribution. Theo dõi mỗi model theo nhiệm vụ.,"FM assistant: latency, token usage, human used/edited/ignored, grounding consistency; agent: tool mix/escalation, turns, loops, integration errors.",Đặt alarm và owner: drift kiểm sản phẩm mới; accuracy drop phân tích category; hallucination xem KB freshness; latency dùng traces/token metrics.,Thực hiện playbook; candidate hoặc release sửa phải được kiểm thử và monitor lại. Review KPI/threshold khi business thay đổi.,Ba hình dạng component cần ba bộ bằng chứng; cùng nguyên tắc define good → measure → alert → act nhưng metric không thể hoán đổi.,"Không áp accuracy duy nhất cho agent/FM. Các ngưỡng 85% accuracy, 3 giây, 60% used, 0.8 consistency chỉ thuộc ví dụ.","Một dashboard có thể tổng hợp, nhưng vẫn giữ metric/version/owner từng component và ngưỡng có căn cứ.",4.1,Mở rộng từ bài học,https://skillbuilder.aws/learn/AU24AGRSFQ/aws-ml-engineer-associate--monitor-model-inference/VHYSRYCCF9,16/09/2026
D4-P19 — Rightsizing inference theo SLA và memory fit,low utilization • memory floor • load test,Đo baseline → chọn candidate đủ RAM → load test → rollout và theo dõi,"Endpoint tốn phí do cấu hình lớn nhưng phải giữ p99, throughput và availability.","Thu utilization CPU/memory/GPU, peak traffic, p95/p99, error rate và giá hiện tại; ghi rõ model/payload/concurrency đại diện.",Tính working set + headroom trên từng replica; chọn family/size/count phù hợp bottleneck và giới hạn quota.,"Benchmark candidates dưới tải bình thường lẫn peak; so tổng cost/fleet, throughput, tail latency, memory và quality.","Rollout có kiểm soát, theo dõi regression/rollback; cập nhật autoscaling và review lại khi workload đổi.","Phải biết nhu cầu thực trước khi chọn máy; memory fit là điều kiện loại sớm, benchmark xác nhận trước tác động production.",Chọn máy chỉ vì rẻ hoặc CPU thấp; giảm xuống 8 GiB khi working set gần 18 GiB; tăng GPU khi bottleneck nằm ở database.,Video c5.xlarge không nhất quán với baseline 28% × 64 GiB. Không áp cấu hình đó máy móc; mức 100 ms SLA là ví dụ bài học.,4.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW
https://aws.amazon.com/ec2/instance-types/c5/",16/09/2026
D4-P20 — Dùng hai mức Inference Recommender,default shortlist • advanced traffic • comparable metrics,Chuẩn bị model/payload → default job → advanced test → chọn cấu hình,Muốn so nhiều endpoint configurations nhưng không tự benchmark thủ công từng phương án.,"Chuẩn bị model/container, quyền và sample input đại diện; xác định mục tiêu latency/throughput.",Chạy inference recommendation job để lấy shortlist và metrics từ cấu hình được đề xuất.,"Với yêu cầu cụ thể, chọn instance candidates và traffic pattern trong endpoint recommendation job nâng cao.",Chọn cấu hình đạt SLA với tổng cost hợp lý; kiểm chứng lại điều kiện deployment thực và capacity limits.,"Default thu hẹp không gian lựa chọn, advanced xác nhận nhu cầu riêng; không chọn dựa mỗi thứ hạng cost.",Compute Optimizer không thay toàn bộ benchmark managed endpoint; thời gian job khoảng 45 phút/2 giờ không phải SLA.,Benchmark có phí; kết quả chỉ đáng tin khi workload và payload tương ứng production.,4.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW
https://docs.aws.amazon.com/sagemaker/latest/dg/inference-recommender.html",16/09/2026
D4-P21 — Điều tra end-to-end latency bằng trace,API → Lambda → model → database • critical path,Phát hiện latency → mở trace → xác định dependency chậm → sửa và đo lại,"Người dùng thấy chậm nhưng chưa biết ở preprocessing, model hay dịch vụ phía sau.","Xác nhận thời điểm, request types và p99 tăng trên dashboard; thu request/trace IDs.",Dùng X-Ray/trace đã instrument để xem service map và thời gian từng dependency/span.,"Ưu tiên critical path: database query, Lambda processing, network, model hoặc retry; đối chiếu log để xác nhận nguyên nhân.",Tối ưu đúng thành phần rồi chạy tải so baseline; giữ error rate và model quality trong ngưỡng.,"Metric tìm triệu chứng, trace xác định vị trí, log giải thích chi tiết; chỉ sau đó mới thay resource/config.","CloudTrail trả lời ai đổi config, không thay trace latency. Mua instance mạnh hơn không sửa được slow database ngoài endpoint.",Phải có trace context/instrumentation đủ; với các span chạy song song không cộng mọi duration để suy latency tổng.,4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
"D4-P22 — Kết hợp Logs Insights, Lambda Insights và CloudTrail",patterns • resource profile • change audit,Khoanh time window → query log/profile Lambda → đối chiếu API change → remediation,"Sau release, latency hoặc lỗi tăng; cần phân biệt code/dependency với thay đổi tài nguyên.","Ghi thời điểm bắt đầu, version, function/endpoint và affected request group; giới hạn phạm vi log.","Dùng Logs Insights lọc/group exceptions, Patterns/Compare khi phù hợp; xem Lambda Insights nếu function duration/memory bất thường.","Dùng CloudTrail kiểm tra actor và cấu hình thay đổi liên quan; nối với release timeline, metric và trace.",Rollback/fix nguyên nhân đã xác minh; kiểm tra lại p99/error/cost và lưu kết quả điều tra.,"Mỗi công cụ trả lời một câu khác: chuyện gì xảy ra, tài nguyên nào nghẽn, ai/điều gì đổi cấu hình.",Xem API audit rồi kết luận chắc latency root cause; query toàn bộ logs không giới hạn; retrain model để sửa exception code.,"Kết quả là nguyên nhân có bằng chứng và thay đổi được kiểm chứng, không chỉ alarm đã hết.",4.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/SEJPMPB8Y7/aws-ml-engineer-associate--optimize-costs-and-performance/2ZZA686XXW,16/09/2026
