D3-P08 — Đóng gói container inference,prebuilt → custom script → BYOC,Check supported image → adapt inference code → build/test if needed → ECR → deploy,"Chuẩn bị runtime đủ tương thích với model và compute, giảm vận hành không cần thiết.","Kiểm tra framework/version và image inference có sẵn; xác nhận artifact loading, input/output và hardware.","Nếu image đủ thư viện nhưng cần logic riêng, bổ sung inference script/tiền hậu xử lý theo cơ chế framework.","Nếu không đáp ứng runtime/dependencies, viết Dockerfile/BYOC tuân thủ serving contract, health checks và xử lý request.","Build, kiểm thử container và push ECR với version xác định; cấu hình model resource/target dùng đúng image.",Phải xác nhận runtime trước khi cấp endpoint; kiểm thử image giúp phát hiện lỗi dependency/loading sớm.,BYOM không buộc BYOC. Training image không mặc định có inference server; image chỉ build thành công chưa chứng minh model phục vụ đúng.,Output: image/logic inference được kiểm thử và có thể truy vết; artifact thường vẫn được quản lý riêng.,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-P09 — Deploy model đã train bên ngoài lên SageMaker,external training • S3 • compatible container,Export/package model → upload S3 → choose image → CreateModel → host,Đưa model đã train tại môi trường khác lên AWS mà không lặp lại training vô ích.,Xuất trọng số/tài sản cần thiết theo định dạng serving stack hỗ trợ; lưu S3 và kiểm tra đủ file.,"Chọn managed image, custom script hoặc BYOC tương thích với model/framework/hardware.",CreateModel tham chiếu image/artifact/role; xác định online endpoint hay offline Batch Transform từ yêu cầu.,"Tạo cấu hình tài nguyên và endpoint hoặc Transform job; dùng input đại diện để xác thực prediction, latency và lỗi.",Nguồn training không quyết định loại hosting; serving compatibility và yêu cầu ứng dụng quyết định các bước tiếp theo.,Không chọn Bedrock CMI chỉ vì 'external model' nếu đó là classifier truyền thống/kiến trúc không hỗ trợ. Không train lại chỉ để có thể deploy.,Output: model bên ngoài phục vụ đúng trên SageMaker; quyền sử dụng model/artifact phải phù hợp.,3.1,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-P10 — Right-size và autoscale endpoint,benchmark • bottleneck • min/max • cooldown,Measure workload → benchmark instance → configure HA/scaling → load test,Đạt latency/throughput mục tiêu trong giới hạn chi phí và rủi ro vận hành.,"Đo kích thước request, thời gian model, mức concurrency, pattern traffic và mục tiêu latency/throughput.",Benchmark CPU/GPU/accelerator phù hợp bộ nhớ và serving stack; dùng Inference Recommender khi phù hợp.,"Chọn initial/min/max capacity, HA nhiều instance/AZ và target/cooldown. Chuẩn bị capacity trước đợt tải biết trước.","Load test cả steady/burst; xem ModelLatency, OverheadLatency, utilization, errors và scale events; chỉnh lại khi có bằng chứng.",Phải biết năng lực mỗi cấu hình và thời gian scale trước khi suy ra fleet cần thiết; HA và cost cùng tác động capacity nền.,Min 2/max 20 trong walkthrough chỉ là ví dụ. Không đảm bảo 5.000 RPS từ số instance và không coi autoscale tức thời.,"Output: cấu hình đã kiểm thử ở tải đại diện, có alarm và giới hạn scale rõ ràng.",3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-P11 — Thiết lập MME,compatible models • shared container • TargetModel,Prepare model files → multi-model container → shared endpoint → targeted requests → inspect cache behavior,Hợp nhất nhiều model ít được gọi để giảm endpoint riêng.,Xác nhận models tương thích với serving backend; đặt artifacts theo bố cục multi-model phù hợp.,Tạo SageMaker model cấu hình MultiModel và shared container; chọn fleet đủ capacity cho tập model hoạt động.,Tạo endpoint; client chỉ định TargetModel của từng request.,"Đo latency khi model đã cache và khi phải load, theo dõi tài nguyên/cache và scale; tách model quá hot nếu cần.",Shared container cần hiểu cách load model; request phải định danh model đích; cache quyết định khác biệt latency.,Không đóng gói mỗi model thành container riêng rồi gọi đó là MME. Không hứa latency luôn giống dedicated endpoint hoặc tự chạy ensemble.,Output: nhiều model dùng chung endpoint; đánh giá cả cost và cold model latency.,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-P12 — Thiết lập serial inference pipeline,preprocess → predict → postprocess • container contracts,Build containers → define ordered Serial mode → deploy → end-to-end test,"Tách tiền xử lý, model và hậu xử lý thành nhiều runtime nhưng cung cấp một luồng inference.","Chuẩn bị từng container, quy định định dạng input/output và health checks.",Khai báo thứ tự container và mode Serial; đặt tài nguyên đủ cho cả chuỗi.,Tạo model/endpoint configuration rồi endpoint chứa chuỗi serving.,"Gọi thử từ input đầu đến output cuối; đo lỗi và thời gian từng phần, kiểm tra dữ liệu không mất/biến đổi sai.",Output bước trước là input bước sau nên thứ tự và content type bắt buộc khớp.,Direct invocation chỉ gọi một container đích; SageMaker Pipelines train workflow không tự biến thành serial serving chain.,Bài học nêu tới 15 container; hỗ trợ phụ thuộc hosting type. Chọn Direct nếu muốn từng container được gọi độc lập.,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-P13 — Chọn đường hosting foundation model,catalog API • PT • custom deployment • import • self-host,Identify model origin/support → latency/traffic/control → select path → verify quota/cost,Chọn đúng cách triển khai FM dựa vào nguồn model và mức kiểm soát cần thiết.,"Xác định model catalog Bedrock, model đã tùy chỉnh trong đường được hỗ trợ, hay artifact được train bên ngoài.",Catalog: xét on-demand/tier hoặc PT khi hỗ trợ. Custom model hợp lệ: kiểm tra custom deployment on-demand trước khi kết luận cần PT.,External FM kiến trúc hỗ trợ: xét CMI. Muốn kiểm soát instance/container hoặc model không import được: xét SageMaker với artifact được phép dùng.,"Xác minh model/Region/API, capacity, cold start, network và cách tính phí; benchmark trước quyết định.","Nguồn model và danh sách hỗ trợ giới hạn các đường hợp lệ; sau đó mới tối ưu traffic, cost và latency.",Không coi CMI = mọi custom model; không coi on-demand luôn là giá/token. Không giả định mọi model Bedrock có thể xuất weights sang SageMaker.,Output: đường deployment phù hợp model cụ thể và yêu cầu; không một lựa chọn tối ưu cho toàn ứng dụng nhiều thành phần.,3.1,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-P14 — Bedrock Custom Model Import,supported architecture • Safetensors • import job,Validate architecture/files → S3 source → import job → imported ARN → invoke,Đưa artifact FM bên ngoài hợp lệ vào Bedrock để dùng managed inference.,"Đối chiếu architecture, context, weight size, Region và bộ config/tokenizer/Safetensors đầy đủ.",Đặt model files trên S3 hoặc chuẩn bị nguồn SageMaker phù hợp; cấu hình quyền dịch vụ đọc và khóa mã hóa nếu có.,Tạo import job với source và role; theo dõi validation/trạng thái hoàn tất để lấy imported model ARN.,"Gọi API hỗ trợ, kiểm thử input/output và cold-start retry; theo dõi model copies/chi phí. Lưu nguồn model để truy vết.",Import cần biết cách tái tạo model từ files; chỉ gọi sau khi job thành công và model sẵn sàng.,"Không dùng import job thay training; không gọi ARN của custom deployment khác loại. Thiếu tokenizer/config là vấn đề tương thích, không sửa chỉ bằng tăng instance.",CMI có giới hạn hỗ trợ; xem thuật ngữ compatibility và billing. Không có batch inference/CloudFormation theo tài liệu hiện hành.,3.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ
https://docs.aws.amazon.com/bedrock/latest/userguide/model-customization-import-model.html",15/09/2026
D3-P15 — Custom model on-demand trên Bedrock,eligible fine-tuned model • Active • deployment ARN,Check model/Region → create custom deployment → Active → use deployment ARN,Dùng model tùy chỉnh hợp lệ với lượng traffic thấp mà không giữ PT khi không cần.,"Xác nhận model và Region trong danh sách hỗ trợ; kiểm tra điều kiện tùy chỉnh, quyền model và KMS.",Tạo custom model deployment từ model ARN theo console/API tương ứng.,"Chờ deployment chuyển Active, lấy ARN của deployment.",Dùng deployment ARN làm modelId khi inference; kiểm thử và theo dõi cost/limits.,Custom model artifact và live deployment là hai resource; gọi phải đúng tài nguyên sẵn sàng phục vụ.,Không dùng imported model path chỉ vì thấy chữ 'custom'. Không giả định model mọi Region đều có on-demand hoặc Nova Lite xuất sang SageMaker tùy ý.,"Walkthrough: Nova Lite, khoảng 500 mô tả/ngày; xác minh us-east-1 và điều kiện hỗ trợ hiện tại.",3.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ
https://docs.aws.amazon.com/bedrock/latest/userguide/deploy-custom-model-on-demand.html",15/09/2026
D3-P16 — Sizing FM tự host,weights • KV cache • sharding • benchmark,Estimate memory → choose compatible hardware → configure serving → benchmark latency/throughput/cost,Chạy FM trên SageMaker với đủ bộ nhớ và hiệu quả serving.,Ước tính weights từ số tham số/precision rồi tính thêm bộ nhớ phục vụ request và headroom.,"Chọn GPU/Inferentia/Trainium và instance được hỗ trợ; nếu một thiết bị không đủ, xét model sharding với runtime phù hợp.","Cấu hình serving engine/LMI, context, batch/concurrency và số bản sao; bật streaming nếu ứng dụng cần đầu ra sớm.","Benchmark tải đại diện; quan sát OOM, latency, throughput và cost; chỉnh tài nguyên/cấu hình theo kết quả.","Cần tương thích và đủ bộ nhớ trước khi tối ưu throughput; parallelism, batching và replicas giải các vấn đề khác nhau.",Tăng instance count không tự chia model; streaming không làm weights nhỏ; không tính memory chỉ bằng kích thước tải xuống.,"Output: cấu hình model/engine/hardware có bằng chứng đáp ứng yêu cầu, không chỉ phép tính ước lượng.",3.1,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-P17 — Capacity và chi phí FM,RPM/TPM • steady vs burst • quota • billing unit,Measure token/request load → compare capacity modes → validate support → monitor,"Lập kế hoạch phục vụ FM theo tải thực tế, không chỉ số request.","Đo phân phối input/output tokens, requests/phút, concurrency và latency chấp nhận được.",Tải thấp/biến động: xét on-demand phù hợp. Tải đều/cao: so sánh PT hoặc Reserved tier khi có; mỗi kiểu có đơn vị/điều kiện riêng.,"Đối chiếu quota, model/Region và đơn vị phí: token hoặc đơn vị modality; CMI có CMUs/copies; self-host có compute cost.","Kiểm tra throttling, latency và hóa đơn; điều chỉnh quota/capacity/tier bằng số liệu quan sát.",Nhu cầu input/output khác nhau tác động throughput và phí; tên 'on-demand' không đủ tính tiền.,Model unit của PT khác CMU của CMI và concurrency của Serverless. Priority/Flex không tự loại bỏ quota.,Output: lựa chọn mode và capacity có giả định tải/giá rõ ràng; không cam kết mức rẻ tuyệt đối.,3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-P18 — Triển khai agent ứng dụng,instructions • tools • identity • memory • runtime,Define task/boundaries → connect model/tools → configure state/identity → deploy runtime → observe,Tạo trợ lý làm được nhiệm vụ và tích hợp hệ thống doanh nghiệp.,"Định nghĩa nhiệm vụ, instructions và giới hạn; xác định model và những tool thực sự cần.","Kết nối model, Knowledge Base/API tools; cấu hình Gateway khi phù hợp và kiểm tra hợp đồng tool.","Thiết lập identity/quyền tối thiểu, session và short/long-term memory cần thiết.","Triển khai trên AgentCore Runtime; kiểm thử tool thành công/lỗi/quyền bị từ chối, áp dụng controls nội dung và instrument metrics/logs/traces.",Agent cần logic và quyền để hành động; chỉ có model endpoint chưa đủ để thực hiện workflow nhiều bước.,Không cấp mọi tool để 'agent tự chọn'; memory không thay nguồn tri thức và Gateway không thay auth của backend.,"Output: ứng dụng agent có model/tools/state/observability, được kiểm thử cả hành vi thất bại.",3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-P19 — Kết nối API thành tool qua Gateway,API/Lambda → MCP • scoped credentials,Describe tool target → configure gateway/auth → discover/call → validate result,Tái sử dụng API doanh nghiệp trong nhiều agent mà không viết adapter tùy tiện.,Xác định API/Lambda target và schema input/output; giới hạn action/tài nguyên cho nhiệm vụ.,"Cấu hình AgentCore Gateway, target và cơ chế auth/identity thích hợp.","Agent kết nối theo MCP, khám phá tool và gọi với tham số đã kiểm tra.","Backend xác thực/phân quyền, tool trả kết quả; agent xử lý lỗi và chỉ dùng dữ liệu liên quan cho câu trả lời/hành động tiếp theo.",Tool cần schema và quyền trước khi được gọi; MCP chuẩn hóa giao tiếp nhưng không thay backend authorization.,"A2A dùng agent–agent, không phải tên khác của API-to-tool. Một tool hiện trong danh sách không có nghĩa user được phép mọi hành động.","Output: kết nối tool có giới hạn rõ, tái sử dụng được, có telemetry và xử lý lỗi.",3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-P20 — Triển khai Knowledge Base từ S3,data source • chunk/embed/index • sync,Select source/access → choose chunking/embedding/store → ingest/sync → test retrieval,Chuẩn bị nền dữ liệu RAG cho chatbot/agent.,"Chọn tài liệu nguồn và quyền đọc; chuẩn bị metadata hữu ích như phòng ban, sản phẩm hoặc thời điểm hiệu lực.","Chọn parsing/chunking, embedding model và vector store tương thích; cân nhắc fixed/hierarchical/semantic theo cấu trúc.",Tạo/kết nối data source và chạy ingestion/sync để chunks/embeddings sẵn trong index.,Dùng bộ query đại diện kiểm tra nguồn tìm được; cấu hình retrieval và nối ứng dụng sau khi chất lượng đạt yêu cầu.,Retrieval cần index có dữ liệu; cách chia đoạn và embedding định hình candidate set trước khi generation diễn ra.,Không chỉ upload S3 rồi giả định KB đã đồng bộ. Không đổi model embedding mà bỏ qua tương thích vector/re-index.,Chunking strategy không đổi trực tiếp sau khi kết nối source theo tài liệu; thay đổi lớn cần tạo lại cấu hình/source và ingest phù hợp.,3.2,Mở rộng từ bài học,"https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ
https://docs.aws.amazon.com/bedrock/latest/userguide/kb-data-source-customize-ingestion.html",15/09/2026
D3-P21 — Luồng query RAG có reranking,filter → retrieve → rerank → context → generate,Query + filters → retrieve candidates → rerank/select → augment prompt → generate with sources,Tăng mức liên quan của context cho câu trả lời dựa vào tài liệu.,Nhận query; áp metadata filter từ logic ứng dụng đáng tin và chọn semantic/hybrid theo dữ liệu/backend.,Retrieve candidate theo numberOfResults và search config; kiểm tra đủ nguồn liên quan.,"Nếu cần, rerank candidate để ưu tiên đoạn sát câu hỏi và chọn context trong ngân sách token.",Dựng prompt với context rồi gọi model hoặc dùng RetrieveAndGenerate theo cấu hình; kiểm tra câu trả lời/citations trên test set.,Reranker chỉ sắp lại candidate đã lấy; generation cần context phù hợp trước khi trả lời.,Không rerank trước khi có candidate. Tăng top-k không luôn tốt; citation không tự bảo đảm factual correctness; filter không thay phân quyền.,"Output: trả lời có nguồn phù hợp; đo cả retrieval relevance, answer quality, latency và cost.",3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-P22 — Chọn Retrieve hoặc RetrieveAndGenerate,application control • managed answer generation,Need chunks only? → Retrieve; need managed RAG answer? → RetrieveAndGenerate,Chọn API theo phần việc ứng dụng muốn tự kiểm soát.,Xác định downstream cần tài liệu/metadata hay câu trả lời đã sinh bằng model.,"Nếu agent muốn dùng retrieval như tool, tự dựng prompt hoặc chọn model riêng: dùng Retrieve.",Nếu muốn managed retrieval + prompt augmentation + generation: cấu hình và dùng RetrieveAndGenerate.,"Kiểm thử kết quả, nguồn, filter và số lượng chunks; bổ sung xử lý lỗi/quyền trong ứng dụng.",API phải khớp ranh giới trách nhiệm; tránh gọi retrieval rồi chờ câu trả lời mà chưa có generation step.,Retrieve không tự generate. RetrieveAndGenerate không fine-tune model và không bảo đảm không hallucinate.,"Output: luồng API rõ ràng, có thể kết hợp reranking và retrieval settings theo hỗ trợ.",3.2,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
D3-P23 — Walkthrough — ba thành phần e-commerce,recommender • descriptions • shopping assistant,Map three workloads → choose three hosting paths → configure → validate together,Ứng dụng thương mại điện tử có yêu cầu khác nhau cho từng thành phần ML/FM.,"Recommender: cần dưới 200 ms, traffic ví dụ 50→5.000 RPS; chọn real-time, warm baseline, HA và autoscaling được load test.",Sinh khoảng 500 mô tả/ngày bằng custom Nova Lite: xét Bedrock custom model on-demand với model/Region hợp lệ.,"Shopping assistant: agentic RAG, catalog Knowledge Base trên S3, tools tồn kho/giỏ hàng và instructions.","Chạy agent trên AgentCore Runtime với identity/memory cần thiết và Guardrails; quan sát end-to-end. Kiểm thử tải, quyền và lỗi từng thành phần.","Ba pattern khác nhau về latency, traffic và loại logic; tách lựa chọn giúp tối ưu đúng nơi.",Không áp một hosting mode cho cả ba. Min 2/max 20 không tự bảo đảm 5.000 RPS; không gọi model đúng tên 'Nova Light' thay vì Nova Lite.,"Các con số là ví dụ của walkthrough, không là quota/SLA mặc định. Kiểm tra hỗ trợ hiện hành trước triển khai thật.",3.1,Mở rộng từ bài học,https://skillbuilder.aws/learn/6S4CUVPT9A/aws-ml-engineer-associate--manage-deployment-infrastructure/ZB46SU1CHZ,15/09/2026
